municipality,id,title,points_count,avg_score,min_score,max_score
Рязанский,safety_economic_stability,Безопасность и экономическая стабильность района,26,91.119231,84.180000,94.970000
Восточный,safety_economic_stability,Безопасность и экономическая стабильность района,9,90.677778,89.640000,90.930000
Вешняки,safety_economic_stability,Безопасность и экономическая стабильность района,24,90.577083,80.770000,96.060000
Ивановское,safety_economic_stability,Безопасность и экономическая стабильность района,20,90.499500,85.350000,92.810000
Бибирево,safety_economic_stability,Безопасность и экономическая стабильность района,23,90.451739,80.090000,93.920000
Старое Крюково,safety_economic_stability,Безопасность и экономическая стабильность района,9,90.051111,81.730000,95.180000
Северное Бутово,safety_economic_stability,Безопасность и экономическая стабильность района,15,89.782000,82.790000,93.400000
Лефортово,safety_economic_stability,Безопасность и экономическая стабильность района,30,89.698000,86.540000,91.380000
Новогиреево,safety_economic_stability,Безопасность и экономическая стабильность района,19,89.360000,82.500000,92.810000
Кузьминки,safety_economic_stability,Безопасность и экономическая стабильность района,17,89.304118,81.210000,93.010000
Перово,safety_economic_stability,Безопасность и экономическая стабильность района,35,89.252857,79.220000,93.200000
Северное Тушино,safety_economic_stability,Безопасность и экономическая стабильность района,21,89.163333,82.190000,91.180000
Текстильщики,safety_economic_stability,Безопасность и экономическая стабильность района,18,89.030556,80.870000,93.010000
Богородское,safety_economic_stability,Безопасность и экономическая стабильность района,20,88.708000,80.730000,92.450000
Зябликово,safety_economic_stability,Безопасность и экономическая стабильность района,16,88.491250,82.130000,90.710000
Ховрино,safety_economic_stability,Безопасность и экономическая стабильность района,19,88.454737,83.120000,91.180000
Матушкино,safety_economic_stability,Безопасность и экономическая стабильность района,14,88.337143,80.910000,93.990000
Крюково,safety_economic_stability,Безопасность и экономическая стабильность района,34,88.289412,70.240000,95.850000
Соколиная Гора,safety_economic_stability,Безопасность и экономическая стабильность района,32,88.201875,77.830000,91.380000
Бескудниковский,safety_economic_stability,Безопасность и экономическая стабильность района,10,88.159000,81.830000,91.140000
Братеево,safety_economic_stability,Безопасность и экономическая стабильность района,18,88.005556,80.280000,90.710000
Восточное Дегунино,safety_economic_stability,Безопасность и экономическая стабильность района,12,87.956667,83.470000,91.140000
Ярославский,safety_economic_stability,Безопасность и экономическая стабильность района,28,87.936786,76.720000,91.330000
Ясенево,safety_economic_stability,Безопасность и экономическая стабильность района,34,87.692353,80.290000,94.980000
Левобережный,safety_economic_stability,Безопасность и экономическая стабильность района,12,87.585000,83.590000,90.770000
Метрогородок,safety_economic_stability,Безопасность и экономическая стабильность района,18,87.463333,74.430000,92.450000
Марьино,safety_economic_stability,Безопасность и экономическая стабильность района,34,87.340882,78.400000,93.890000
Бабушкинский,safety_economic_stability,Безопасность и экономическая стабильность района,19,87.212105,79.610000,89.190000
Свиблово,safety_economic_stability,Безопасность и экономическая стабильность района,16,86.895000,82.470000,90.620000
Орехово-Борисово Северное,safety_economic_stability,Безопасность и экономическая стабильность района,15,86.811333,79.020000,92.350000
Головинский,safety_economic_stability,Безопасность и экономическая стабильность района,32,86.747500,79.330000,90.880000
Капотня,safety_economic_stability,Безопасность и экономическая стабильность района,23,86.537826,75.510000,93.890000
Коптево,safety_economic_stability,Безопасность и экономическая стабильность района,19,86.534211,81.460000,89.450000
Войковский,safety_economic_stability,Безопасность и экономическая стабильность района,17,86.374706,83.420000,89.450000
Новокосино,safety_economic_stability,Безопасность и экономическая стабильность района,13,86.362308,79.990000,91.450000
Тёплый Стан,safety_economic_stability,Безопасность и экономическая стабильность района,22,86.339545,73.710000,93.690000
Лосиноостровский,safety_economic_stability,Безопасность и экономическая стабильность района,16,86.329375,79.580000,91.330000
Чертаново Центральное,safety_economic_stability,Безопасность и экономическая стабильность района,24,86.305833,75.190000,90.420000
Гольяново,safety_economic_stability,Безопасность и экономическая стабильность района,35,86.107143,81.420000,89.950000
Фили-Давыдково,safety_economic_stability,Безопасность и экономическая стабильность района,20,85.894000,79.360000,88.930000
Западное Дегунино,safety_economic_stability,Безопасность и экономическая стабильность района,27,85.875185,78.050000,91.140000
Силино,safety_economic_stability,Безопасность и экономическая стабильность района,17,85.687059,72.260000,94.850000
Бирюлёво Восточное,safety_economic_stability,Безопасность и экономическая стабильность района,32,85.381250,75.890000,94.040000
Царицыно,safety_economic_stability,Безопасность и экономическая стабильность района,30,85.105667,75.470000,91.010000
Косино-Ухтомский,safety_economic_stability,Безопасность и экономическая стабильность района,44,84.842273,67.100000,91.940000
Куркино,safety_economic_stability,Безопасность и экономическая стабильность района,17,84.818235,76.910000,87.470000
Дмитровский,safety_economic_stability,Безопасность и экономическая стабильность района,28,84.807500,73.280000,91.140000
Измайлово,safety_economic_stability,Безопасность и экономическая стабильность района,27,84.215185,75.860000,87.070000
Северное Измайлово,safety_economic_stability,Безопасность и экономическая стабильность района,12,84.185000,75.860000,90.930000
Южное Тушино,safety_economic_stability,Безопасность и экономическая стабильность района,18,84.075556,70.370000,89.530000
Чертаново Северное,safety_economic_stability,Безопасность и экономическая стабильность района,20,84.047500,77.640000,88.660000
Москворечье-Сабурово,safety_economic_stability,Безопасность и экономическая стабильность района,28,83.932857,74.690000,90.470000
"""Мосрентген""",safety_economic_stability,Безопасность и экономическая стабильность района,20,83.544000,64.460000,97.120000
Чертаново Южное,safety_economic_stability,Безопасность и экономическая стабильность района,30,83.537333,70.400000,92.010000
Нагатино-Садовники,safety_economic_stability,Безопасность и экономическая стабильность района,24,83.337917,74.180000,87.710000
Останкинский,safety_economic_stability,Безопасность и экономическая стабильность района,25,83.303200,76.490000,85.680000
Отрадное,safety_economic_stability,Безопасность и экономическая стабильность района,38,83.166842,70.790000,90.700000
Нагорный,safety_economic_stability,Безопасность и экономическая стабильность района,21,83.114762,79.620000,85.470000
Северное Медведково,safety_economic_stability,Безопасность и экономическая стабильность района,21,83.078571,79.030000,87.190000
Ново-Переделкино,safety_economic_stability,Безопасность и экономическая стабильность района,26,82.997308,68.990000,90.680000
Северный,safety_economic_stability,Безопасность и экономическая стабильность района,30,82.662667,69.420000,91.140000
Академический,safety_economic_stability,Безопасность и экономическая стабильность района,21,82.522381,75.850000,86.180000
Коньково,safety_economic_stability,Безопасность и экономическая стабильность района,25,82.450800,74.790000,86.500000
Солнцево,safety_economic_stability,Безопасность и экономическая стабильность района,39,82.426410,68.480000,88.940000
Строгино,safety_economic_stability,Безопасность и экономическая стабильность района,29,82.318621,68.280000,86.740000
Лианозово,safety_economic_stability,Безопасность и экономическая стабильность района,16,82.193750,74.590000,87.030000
Южнопортовый,safety_economic_stability,Безопасность и экономическая стабильность района,17,82.165882,79.580000,83.390000
Савёловский,safety_economic_stability,Безопасность и экономическая стабильность района,9,82.154444,80.660000,83.060000
Тропарёво-Никулино,safety_economic_stability,Безопасность и экономическая стабильность района,30,82.081333,70.740000,89.170000
Тимирязевский,safety_economic_stability,Безопасность и экономическая стабильность района,25,81.417200,76.460000,85.430000
Марьина Роща,safety_economic_stability,Безопасность и экономическая стабильность района,17,81.315882,77.870000,83.060000
Сокол,safety_economic_stability,Безопасность и экономическая стабильность района,12,81.035000,77.490000,82.320000
Бутырский,safety_economic_stability,Безопасность и экономическая стабильность района,22,80.770000,74.850000,85.700000
Южное Медведково,safety_economic_stability,Безопасность и экономическая стабильность района,11,80.720909,73.380000,86.510000
Ростокино,safety_economic_stability,Безопасность и экономическая стабильность района,11,80.686364,72.980000,85.540000
Щукино,safety_economic_stability,Безопасность и экономическая стабильность района,24,80.402500,77.350000,81.620000
Зюзино,safety_economic_stability,Безопасность и экономическая стабильность района,20,80.359500,70.370000,85.470000
Аэропорт,safety_economic_stability,Безопасность и экономическая стабильность района,18,80.329444,77.400000,82.320000
Савёлки,safety_economic_stability,Безопасность и экономическая стабильность района,19,80.296316,57.540000,95.440000
Троицк,safety_economic_stability,Безопасность и экономическая стабильность района,36,80.094722,53.970000,97.310000
Можайский,safety_economic_stability,Безопасность и экономическая стабильность района,52,80.043462,62.000000,88.930000
Некрасовка,safety_economic_stability,Безопасность и экономическая стабильность района,34,79.917059,66.150000,91.940000
Внуково,safety_economic_stability,Безопасность и экономическая стабильность района,56,79.666786,58.370000,90.680000
Котловка,safety_economic_stability,Безопасность и экономическая стабильность района,11,79.268182,76.490000,82.290000
Филёвский Парк,safety_economic_stability,Безопасность и экономическая стабильность района,23,78.519565,72.760000,82.040000
Сокольники,safety_economic_stability,Безопасность и экономическая стабильность района,22,78.314545,72.610000,80.880000
Даниловский,safety_economic_stability,Безопасность и экономическая стабильность района,42,78.075476,70.310000,83.850000
Очаково-Матвеевское,safety_economic_stability,Безопасность и экономическая стабильность района,52,77.935577,65.620000,87.290000
Бирюлёво Западное,safety_economic_stability,Безопасность и экономическая стабильность района,28,77.786786,70.670000,84.870000
Дорогомилово,safety_economic_stability,Безопасность и экономическая стабильность района,27,77.757037,74.190000,80.160000
Марфино,safety_economic_stability,Безопасность и экономическая стабильность района,8,77.628750,73.640000,82.610000
Нагатинский Затон,safety_economic_stability,Безопасность и экономическая стабильность района,22,77.187727,70.920000,86.310000
Басманный,safety_economic_stability,Безопасность и экономическая стабильность района,32,77.072187,72.370000,78.120000
Митино,safety_economic_stability,Безопасность и экономическая стабильность района,36,76.976667,64.060000,85.630000
Московский,safety_economic_stability,Безопасность и экономическая стабильность района,90,76.956111,44.250000,100.000000
Восточное Измайлово,safety_economic_stability,Безопасность и экономическая стабильность района,14,76.792143,69.460000,83.910000
Покровское-Стрешнево,safety_economic_stability,Безопасность и экономическая стабильность района,36,76.781944,67.820000,81.620000
Печатники,safety_economic_stability,Безопасность и экономическая стабильность района,59,76.579661,66.750000,84.940000
Черёмушки,safety_economic_stability,Безопасность и экономическая стабильность района,23,76.349565,69.970000,82.620000
Обручевский,safety_economic_stability,Безопасность и экономическая стабильность района,16,76.103750,66.100000,84.370000
Южное Бутово,safety_economic_stability,Безопасность и экономическая стабильность района,76,76.069079,63.370000,90.970000
Алексеевский,safety_economic_stability,Безопасность и экономическая стабильность района,21,75.879524,69.640000,79.850000
Преображенское,safety_economic_stability,Безопасность и экономическая стабильность района,18,75.557222,69.260000,81.170000
Внуковское,safety_economic_stability,Безопасность и экономическая стабильность района,48,75.393125,47.160000,98.640000
Проспект Вернадского,safety_economic_stability,Безопасность и экономическая стабильность района,15,74.817333,69.380000,78.320000
Хорошёво-Мнёвники,safety_economic_stability,Безопасность и экономическая стабильность района,44,74.391818,64.420000,80.940000
Мещанский,safety_economic_stability,Безопасность и экономическая стабильность района,17,74.068824,68.490000,77.890000
Щербинка,safety_economic_stability,Безопасность и экономическая стабильность района,29,74.044828,63.980000,87.330000
Таганский,safety_economic_stability,Безопасность и экономическая стабильность района,30,73.497000,68.570000,76.110000
Молжаниновский,safety_economic_stability,Безопасность и экономическая стабильность района,24,73.174167,55.000000,87.470000
Ломоносовский,safety_economic_stability,Безопасность и экономическая стабильность района,14,72.497857,69.880000,74.900000
Замоскворечье,safety_economic_stability,Безопасность и экономическая стабильность района,19,72.485263,69.190000,75.290000
Крылатское,safety_economic_stability,Безопасность и экономическая стабильность района,34,72.474412,59.720000,82.150000
Гагаринский,safety_economic_stability,Безопасность и экономическая стабильность района,18,72.470556,66.820000,74.950000
Хорошёвский,safety_economic_stability,Безопасность и экономическая стабильность района,30,71.762667,64.800000,77.040000
Арбат,safety_economic_stability,Безопасность и экономическая стабильность района,8,70.743750,68.370000,71.300000
Пресненский,safety_economic_stability,Безопасность и экономическая стабильность района,42,70.684762,64.100000,74.330000
Якиманка,safety_economic_stability,Безопасность и экономическая стабильность района,11,69.785455,68.400000,70.130000
Тверской,safety_economic_stability,Безопасность и экономическая стабильность района,24,69.442917,64.880000,71.160000
Донской,safety_economic_stability,Безопасность и экономическая стабильность района,19,68.842105,62.330000,72.010000
Беговой,safety_economic_stability,Безопасность и экономическая стабильность района,18,68.152222,61.790000,71.380000
Раменки,safety_economic_stability,Безопасность и экономическая стабильность района,59,67.533559,56.020000,74.950000
Красносельский,safety_economic_stability,Безопасность и экономическая стабильность района,20,65.451000,57.670000,67.370000
Рязановское,safety_economic_stability,Безопасность и экономическая стабильность района,109,64.549725,22.790000,95.490000
Хамовники,safety_economic_stability,Безопасность и экономическая стабильность района,27,63.659630,55.760000,66.780000
Сосенское,safety_economic_stability,Безопасность и экономическая стабильность района,153,52.689150,9.170000,100.000000
Кунцево,safety_economic_stability,Безопасность и экономическая стабильность района,136,52.450882,28.060000,79.010000
Воскресенское,safety_economic_stability,Безопасность и экономическая стабильность района,52,51.095769,27.760000,79.750000
Кокошкино,safety_economic_stability,Безопасность и экономическая стабильность района,28,33.813214,26.860000,53.970000
Щаповское,safety_economic_stability,Безопасность и экономическая стабильность района,202,32.802822,0.000000,70.020000
Филимонковское,safety_economic_stability,Безопасность и экономическая стабильность района,57,30.225965,0.000000,90.010000
Десёновское,safety_economic_stability,Безопасность и экономическая стабильность района,103,26.484078,0.000000,76.180000
Марушкинское,safety_economic_stability,Безопасность и экономическая стабильность района,139,25.868705,0.000000,85.710000
Краснопахорское,safety_economic_stability,Безопасность и экономическая стабильность района,170,24.966176,0.000000,77.920000
Вороновское,safety_economic_stability,Безопасность и экономическая стабильность района,318,23.107264,0.000000,70.480000
Первомайское,safety_economic_stability,Безопасность и экономическая стабильность района,216,20.464120,0.000000,72.670000
Клёновское,safety_economic_stability,Безопасность и экономическая стабильность района,234,20.081795,0.000000,67.710000
Киевский,safety_economic_stability,Безопасность и экономическая стабильность района,65,19.204000,0.000000,35.000000
Новофёдоровское,safety_economic_stability,Безопасность и экономическая стабильность района,222,15.784144,0.000000,50.320000
Роговское,safety_economic_stability,Безопасность и экономическая стабильность района,229,10.566419,0.000000,35.000000
Михайлово-Ярцевское,safety_economic_stability,Безопасность и экономическая стабильность района,110,3.352636,0.000000,35.000000
Замоскворечье,social_infrastructure,Социальная инфраструктура,19,92.925263,86.690000,97.600000
Арбат,social_infrastructure,Социальная инфраструктура,8,92.558750,86.710000,95.330000
Южное Медведково,social_infrastructure,Социальная инфраструктура,11,92.544545,79.710000,97.850000
Савёловский,social_infrastructure,Социальная инфраструктура,9,91.962222,88.520000,95.220000
Проспект Вернадского,social_infrastructure,Социальная инфраструктура,15,91.920667,85.170000,94.890000
Тверской,social_infrastructure,Социальная инфраструктура,24,91.174583,76.830000,97.420000
Ломоносовский,social_infrastructure,Социальная инфраструктура,14,91.101429,85.860000,95.370000
Новокосино,social_infrastructure,Социальная инфраструктура,13,91.046923,81.060000,95.310000
Бабушкинский,social_infrastructure,Социальная инфраструктура,19,90.727368,82.600000,96.930000
Якиманка,social_infrastructure,Социальная инфраструктура,11,90.055455,82.250000,95.580000
Кузьминки,social_infrastructure,Социальная инфраструктура,17,90.037059,86.100000,93.040000
Свиблово,social_infrastructure,Социальная инфраструктура,16,89.851875,81.390000,97.620000
Пресненский,social_infrastructure,Социальная инфраструктура,42,89.439286,81.070000,94.470000
Котловка,social_infrastructure,Социальная инфраструктура,11,89.319091,86.870000,91.640000
Текстильщики,social_infrastructure,Социальная инфраструктура,18,89.024444,76.080000,96.170000
Красносельский,social_infrastructure,Социальная инфраструктура,20,88.957000,77.760000,94.340000
Мещанский,social_infrastructure,Социальная инфраструктура,17,88.441765,81.490000,92.590000
Таганский,social_infrastructure,Социальная инфраструктура,30,88.373000,81.100000,94.120000
Новогиреево,social_infrastructure,Социальная инфраструктура,19,88.074737,78.180000,94.900000
Марьина Роща,social_infrastructure,Социальная инфраструктура,17,87.955294,82.310000,92.330000
Восточное Измайлово,social_infrastructure,Социальная инфраструктура,14,87.879286,79.020000,91.900000
Преображенское,social_infrastructure,Социальная инфраструктура,18,87.816111,80.910000,94.260000
Лефортово,social_infrastructure,Социальная инфраструктура,30,87.718667,77.020000,95.240000
Басманный,social_infrastructure,Социальная инфраструктура,32,87.578437,81.250000,94.330000
Богородское,social_infrastructure,Социальная инфраструктура,20,87.392000,69.820000,94.010000
Бескудниковский,social_infrastructure,Социальная инфраструктура,10,87.025000,79.340000,90.120000
Даниловский,social_infrastructure,Социальная инфраструктура,42,86.978571,75.460000,96.650000
Академический,social_infrastructure,Социальная инфраструктура,21,86.731429,75.560000,92.990000
Зюзино,social_infrastructure,Социальная инфраструктура,20,86.640500,78.130000,92.720000
Нагорный,social_infrastructure,Социальная инфраструктура,21,86.275714,72.880000,92.950000
Аэропорт,social_infrastructure,Социальная инфраструктура,18,86.191667,79.070000,91.880000
Восточное Дегунино,social_infrastructure,Социальная инфраструктура,12,86.164167,78.500000,90.750000
Вешняки,social_infrastructure,Социальная инфраструктура,24,86.163333,79.170000,91.200000
Северное Измайлово,social_infrastructure,Социальная инфраструктура,12,86.052500,73.170000,90.650000
Чертаново Северное,social_infrastructure,Социальная инфраструктура,20,85.824000,77.990000,91.070000
Царицыно,social_infrastructure,Социальная инфраструктура,30,85.815333,73.050000,94.870000
Беговой,social_infrastructure,Социальная инфраструктура,18,85.763333,72.030000,95.020000
Ивановское,social_infrastructure,Социальная инфраструктура,20,85.654000,77.120000,90.660000
Бутырский,social_infrastructure,Социальная инфраструктура,22,85.490909,77.500000,95.010000
Обручевский,social_infrastructure,Социальная инфраструктура,16,85.252500,73.820000,93.890000
Западное Дегунино,social_infrastructure,Социальная инфраструктура,27,85.121111,73.820000,92.950000
Ховрино,social_infrastructure,Социальная инфраструктура,19,85.028947,57.280000,89.900000
Отрадное,social_infrastructure,Социальная инфраструктура,38,85.010526,70.690000,93.260000
Коптево,social_infrastructure,Социальная инфраструктура,19,85.007895,76.770000,90.490000
Алтуфьевский,social_infrastructure,Социальная инфраструктура,12,84.975833,78.160000,89.890000
Южнопортовый,social_infrastructure,Социальная инфраструктура,17,84.865294,63.070000,93.330000
Южное Тушино,social_infrastructure,Социальная инфраструктура,18,84.801667,69.940000,92.250000
Старое Крюково,social_infrastructure,Социальная инфраструктура,9,84.740000,68.700000,93.370000
Филёвский Парк,social_infrastructure,Социальная инфраструктура,23,84.693478,76.380000,90.080000
Щукино,social_infrastructure,Социальная инфраструктура,24,84.527083,78.270000,87.890000
Сокольники,social_infrastructure,Социальная инфраструктура,22,84.457273,72.470000,91.340000
Нагатинский Затон,social_infrastructure,Социальная инфраструктура,22,84.330000,80.480000,87.510000
Ростокино,social_infrastructure,Социальная инфраструктура,11,84.296364,80.330000,87.900000
Лианозово,social_infrastructure,Социальная инфраструктура,16,84.251875,78.380000,90.790000
Донской,social_infrastructure,Социальная инфраструктура,19,84.139474,77.020000,89.750000
Строгино,social_infrastructure,Социальная инфраструктура,29,84.117241,60.970000,93.600000
Хамовники,social_infrastructure,Социальная инфраструктура,27,84.097037,68.080000,94.440000
Тёплый Стан,social_infrastructure,Социальная инфраструктура,22,83.998636,76.420000,89.260000
Дорогомилово,social_infrastructure,Социальная инфраструктура,27,83.972222,56.720000,93.850000
Рязанский,social_infrastructure,Социальная инфраструктура,26,83.916154,77.710000,90.140000
Нагатино-Садовники,social_infrastructure,Социальная инфраструктура,24,83.875417,73.060000,91.990000
Выхино-Жулебино,social_infrastructure,Социальная инфраструктура,41,83.835366,68.970000,90.110000
Лосиноостровский,social_infrastructure,Социальная инфраструктура,16,83.743125,70.600000,91.860000
Дмитровский,social_infrastructure,Социальная инфраструктура,28,83.531071,63.500000,91.320000
Измайлово,social_infrastructure,Социальная инфраструктура,27,83.424444,71.110000,90.090000
Орехово-Борисово Северное,social_infrastructure,Социальная инфраструктура,15,83.346667,77.680000,86.650000
Чертаново Центральное,social_infrastructure,Социальная инфраструктура,24,83.345417,64.690000,91.560000
Сокол,social_infrastructure,Социальная инфраструктура,12,83.220000,76.940000,85.320000
Северное Тушино,social_infrastructure,Социальная инфраструктура,21,82.932381,58.070000,93.890000
Перово,social_infrastructure,Социальная инфраструктура,35,82.884286,67.010000,94.730000
Коньково,social_infrastructure,Социальная инфраструктура,25,82.820000,70.210000,90.970000
Хорошёво-Мнёвники,social_infrastructure,Социальная инфраструктура,44,82.769545,59.160000,92.700000
Марфино,social_infrastructure,Социальная инфраструктура,8,82.735000,78.420000,85.840000
Северное Медведково,social_infrastructure,Социальная инфраструктура,21,82.728571,72.110000,94.610000
Черёмушки,social_infrastructure,Социальная инфраструктура,23,82.566522,73.520000,88.680000
Тимирязевский,social_infrastructure,Социальная инфраструктура,25,82.483200,73.360000,90.180000
Марьино,social_infrastructure,Социальная инфраструктура,34,82.460000,68.540000,90.810000
Останкинский,social_infrastructure,Социальная инфраструктура,25,82.456000,63.150000,88.730000
Фили-Давыдково,social_infrastructure,Социальная инфраструктура,20,82.443000,77.060000,86.230000
Ярославский,social_infrastructure,Социальная инфраструктура,28,82.312143,46.450000,93.190000
Хорошёвский,social_infrastructure,Социальная инфраструктура,30,82.217667,72.170000,88.600000
Головинский,social_infrastructure,Социальная инфраструктура,32,82.170938,76.150000,89.590000
Алексеевский,social_infrastructure,Социальная инфраструктура,21,81.903333,76.420000,87.330000
Москворечье-Сабурово,social_infrastructure,Социальная инфраструктура,28,81.648214,70.940000,93.050000
Гагаринский,social_infrastructure,Социальная инфраструктура,18,81.570556,71.640000,89.700000
Покровское-Стрешнево,social_infrastructure,Социальная инфраструктура,36,81.536111,66.740000,95.410000
Гольяново,social_infrastructure,Социальная инфраструктура,35,81.384857,67.170000,89.260000
Соколиная Гора,social_infrastructure,Социальная инфраструктура,32,81.376562,59.170000,92.350000
Митино,social_infrastructure,Социальная инфраструктура,36,81.292222,61.650000,94.570000
Бибирево,social_infrastructure,Социальная инфраструктура,23,81.063043,69.000000,89.920000
Ново-Переделкино,social_infrastructure,Социальная инфраструктура,26,80.495385,57.370000,90.000000
Войковский,social_infrastructure,Социальная инфраструктура,17,80.288824,73.700000,86.020000
Люблино,social_infrastructure,Социальная инфраструктура,50,80.218400,36.890000,97.860000
Матушкино,social_infrastructure,Социальная инфраструктура,14,79.742143,63.830000,91.420000
Чертаново Южное,social_infrastructure,Социальная инфраструктура,30,79.731667,59.920000,89.440000
Тропарёво-Никулино,social_infrastructure,Социальная инфраструктура,30,78.659000,54.550000,91.880000
Бирюлёво Восточное,social_infrastructure,Социальная инфраструктура,32,78.199062,52.110000,87.610000
Зябликово,social_infrastructure,Социальная инфраструктура,16,76.858750,50.980000,84.040000
Братеево,social_infrastructure,Социальная инфраструктура,18,76.824444,49.730000,86.900000
Ясенево,social_infrastructure,Социальная инфраструктура,34,76.716765,57.890000,85.010000
Восточный,social_infrastructure,Социальная инфраструктура,9,76.587778,58.620000,84.920000
Нижегородский,social_infrastructure,Социальная инфраструктура,27,76.560000,64.680000,89.930000
Солнцево,social_infrastructure,Социальная инфраструктура,39,76.189744,41.340000,89.130000
Крылатское,social_infrastructure,Социальная инфраструктура,34,76.069706,54.310000,88.090000
Печатники,social_infrastructure,Социальная инфраструктура,59,75.389831,57.780000,94.650000
Орехово-Борисово Южное,social_infrastructure,Социальная инфраструктура,24,75.367083,36.940000,86.040000
Северное Бутово,social_infrastructure,Социальная инфраструктура,15,74.871333,67.030000,79.320000
Левобережный,social_infrastructure,Социальная инфраструктура,12,74.824167,43.120000,88.760000
Метрогородок,social_infrastructure,Социальная инфраструктура,18,74.481111,49.940000,84.010000
Куркино,social_infrastructure,Социальная инфраструктура,17,74.445882,53.390000,85.950000
Крюково,social_infrastructure,Социальная инфраструктура,34,74.173529,19.000000,94.610000
Раменки,social_infrastructure,Социальная инфраструктура,59,73.841864,52.130000,90.140000
Бирюлёво Западное,social_infrastructure,Социальная инфраструктура,28,73.366786,45.610000,84.810000
Савёлки,social_infrastructure,Социальная инфраструктура,19,72.839474,35.100000,91.750000
Косино-Ухтомский,social_infrastructure,Социальная инфраструктура,44,71.795682,36.400000,92.580000
Очаково-Матвеевское,social_infrastructure,Социальная инфраструктура,52,67.105962,30.750000,86.630000
Южное Бутово,social_infrastructure,Социальная инфраструктура,76,66.295658,43.660000,90.590000
"""Мосрентген""",social_infrastructure,Социальная инфраструктура,20,62.015000,44.010000,75.120000
Капотня,social_infrastructure,Социальная инфраструктура,23,61.158696,23.720000,82.170000
Силино,social_infrastructure,Социальная инфраструктура,17,60.132353,15.790000,91.560000
Можайский,social_infrastructure,Социальная инфраструктура,52,59.539423,4.280000,84.380000
Северный,social_infrastructure,Социальная инфраструктура,30,59.338667,23.690000,78.420000
Щербинка,social_infrastructure,Социальная инфраструктура,29,54.891724,40.790000,67.280000
Московский,social_infrastructure,Социальная инфраструктура,90,53.705444,27.110000,86.960000
Некрасовка,social_infrastructure,Социальная инфраструктура,34,52.064412,18.310000,67.180000
Внуковское,social_infrastructure,Социальная инфраструктура,48,50.617708,14.980000,84.000000
Сосенское,social_infrastructure,Социальная инфраструктура,153,49.467124,14.140000,85.080000
Троицк,social_infrastructure,Социальная инфраструктура,36,46.375278,18.830000,60.980000
Воскресенское,social_infrastructure,Социальная инфраструктура,52,39.364808,11.700000,61.790000
Рязановское,social_infrastructure,Социальная инфраструктура,109,35.664771,3.180000,63.240000
Внуково,social_infrastructure,Социальная инфраструктура,56,34.229643,9.040000,58.290000
Кокошкино,social_infrastructure,Социальная инфраструктура,28,33.188214,14.790000,45.700000
Десёновское,social_infrastructure,Социальная инфраструктура,103,32.954466,1.730000,66.630000
Молжаниновский,social_infrastructure,Социальная инфраструктура,24,28.064167,6.020000,45.390000
Филимонковское,social_infrastructure,Социальная инфраструктура,57,27.517368,5.990000,53.010000
Кунцево,social_infrastructure,Социальная инфраструктура,136,24.044265,0.000000,83.100000
Первомайское,social_infrastructure,Социальная инфраструктура,216,21.238472,0.000000,52.140000
Краснопахорское,social_infrastructure,Социальная инфраструктура,170,19.792235,0.000000,46.570000
Марушкинское,social_infrastructure,Социальная инфраструктура,139,17.306187,1.900000,36.440000
Михайлово-Ярцевское,social_infrastructure,Социальная инфраструктура,110,11.852818,0.000000,50.040000
Щаповское,social_infrastructure,Социальная инфраструктура,202,11.608614,0.000000,33.880000
Вороновское,social_infrastructure,Социальная инфраструктура,318,10.790031,0.000000,59.140000
Киевский,social_infrastructure,Социальная инфраструктура,65,10.639077,0.000000,35.260000
Роговское,social_infrastructure,Социальная инфраструктура,229,8.142926,0.000000,45.700000
Новофёдоровское,social_infrastructure,Социальная инфраструктура,222,7.183784,0.000000,46.760000
Клёновское,social_infrastructure,Социальная инфраструктура,234,6.174103,0.000000,34.870000
Якиманка,transport_accessibility,Транспортная доступность,11,99.092727,97.250000,100.000000
Тверской,transport_accessibility,Транспортная доступность,24,98.890833,95.670000,100.000000
Южнопортовый,transport_accessibility,Транспортная доступность,17,98.778235,95.160000,100.000000
Мещанский,transport_accessibility,Транспортная доступность,17,98.775294,95.160000,100.000000
Таганский,transport_accessibility,Транспортная доступность,30,98.708000,93.650000,100.000000
Аэропорт,transport_accessibility,Транспортная доступность,18,98.456667,94.990000,100.000000
Бутырский,transport_accessibility,Транспортная доступность,22,98.411818,90.360000,100.000000
Арбат,transport_accessibility,Транспортная доступность,8,98.228750,95.490000,100.000000
Нагорный,transport_accessibility,Транспортная доступность,21,98.200000,85.890000,100.000000
Бескудниковский,transport_accessibility,Транспортная доступность,10,97.908000,92.140000,100.000000
Марфино,transport_accessibility,Транспортная доступность,8,97.881250,93.470000,99.460000
Замоскворечье,transport_accessibility,Транспортная доступность,19,97.879474,92.300000,100.000000
Савёловский,transport_accessibility,Транспортная доступность,9,97.767778,89.850000,100.000000
Фили-Давыдково,transport_accessibility,Транспортная доступность,20,97.707500,91.050000,100.000000
Марьина Роща,transport_accessibility,Транспортная доступность,17,97.447059,88.730000,100.000000
Зюзино,transport_accessibility,Транспортная доступность,20,97.432000,89.500000,100.000000
Нижегородский,transport_accessibility,Транспортная доступность,27,97.428889,84.410000,100.000000
Проспект Вернадского,transport_accessibility,Транспортная доступность,15,97.398667,93.040000,100.000000
Сокол,transport_accessibility,Транспортная доступность,12,97.379167,92.900000,100.000000
