municipality,parent_name,point_index,group_id,group_title,score
Гагаринский,Юго-Западный,13,safety_economic_stability,Безопасность и экономическая стабильность района,72.560000
Гагаринский,Юго-Западный,14,transport_accessibility,Транспортная доступность,97.460000
Гагаринский,Юго-Западный,14,social_infrastructure,Социальная инфраструктура,71.640000
Гагаринский,Юго-Западный,14,commercial_household,Коммерческая и бытовая инфраструктура,64.520000
Гагаринский,Юго-Западный,14,recreation_environment,Рекреация и экологическая комфортность,75.410000
Гагаринский,Юго-Западный,14,safety_economic_stability,Безопасность и экономическая стабильность района,66.820000
Гагаринский,Юго-Западный,15,transport_accessibility,Транспортная доступность,93.860000
Гагаринский,Юго-Западный,15,social_infrastructure,Социальная инфраструктура,74.550000
Гагаринский,Юго-Западный,15,commercial_household,Коммерческая и бытовая инфраструктура,78.730000
Гагаринский,Юго-Западный,15,recreation_environment,Рекреация и экологическая комфортность,70.120000
Гагаринский,Юго-Западный,15,safety_economic_stability,Безопасность и экономическая стабильность района,67.100000
Гагаринский,Юго-Западный,16,transport_accessibility,Транспортная доступность,95.180000
Гагаринский,Юго-Западный,16,social_infrastructure,Социальная инфраструктура,73.960000
Гагаринский,Юго-Западный,16,commercial_household,Коммерческая и бытовая инфраструктура,91.530000
Гагаринский,Юго-Западный,16,recreation_environment,Рекреация и экологическая комфортность,68.650000
Гагаринский,Юго-Западный,16,safety_economic_stability,Безопасность и экономическая стабильность района,74.080000
Гагаринский,Юго-Западный,17,transport_accessibility,Транспортная доступность,100.000000
Гагаринский,Юго-Западный,17,social_infrastructure,Социальная инфраструктура,76.580000
Гагаринский,Юго-Западный,17,commercial_household,Коммерческая и бытовая инфраструктура,91.360000
Гагаринский,Юго-Западный,17,recreation_environment,Рекреация и экологическая комфортность,70.180000
Гагаринский,Юго-Западный,17,safety_economic_stability,Безопасность и экономическая стабильность района,74.950000
Гагаринский,Юго-Западный,18,transport_accessibility,Транспортная доступность,99.870000
Гагаринский,Юго-Западный,18,social_infrastructure,Социальная инфраструктура,75.980000
Гагаринский,Юго-Западный,18,commercial_household,Коммерческая и бытовая инфраструктура,92.410000
Гагаринский,Юго-Западный,18,recreation_environment,Рекреация и экологическая комфортность,76.570000
Гагаринский,Юго-Западный,18,safety_economic_stability,Безопасность и экономическая стабильность района,74.950000
Головинский,Северный,1,transport_accessibility,Транспортная доступность,95.160000
Головинский,Северный,1,social_infrastructure,Социальная инфраструктура,77.350000
Головинский,Северный,1,commercial_household,Коммерческая и бытовая инфраструктура,100.000000
Головинский,Северный,1,recreation_environment,Рекреация и экологическая комфортность,73.070000
Головинский,Северный,1,safety_economic_stability,Безопасность и экономическая стабильность района,86.480000
Головинский,Северный,2,transport_accessibility,Транспортная доступность,93.580000
Головинский,Северный,2,social_infrastructure,Социальная инфраструктура,82.260000
Головинский,Северный,2,commercial_household,Коммерческая и бытовая инфраструктура,100.000000
Головинский,Северный,2,recreation_environment,Рекреация и экологическая комфортность,69.950000
Головинский,Северный,2,safety_economic_stability,Безопасность и экономическая стабильность района,84.970000
Головинский,Северный,3,transport_accessibility,Транспортная доступность,87.270000
Головинский,Северный,3,social_infrastructure,Социальная инфраструктура,77.680000
Головинский,Северный,3,commercial_household,Коммерческая и бытовая инфраструктура,86.940000
Головинский,Северный,3,recreation_environment,Рекреация и экологическая комфортность,65.660000
Головинский,Северный,3,safety_economic_stability,Безопасность и экономическая стабильность района,85.100000
Головинский,Северный,4,transport_accessibility,Транспортная доступность,93.310000
Головинский,Северный,4,social_infrastructure,Социальная инфраструктура,82.470000
Головинский,Северный,4,commercial_household,Коммерческая и бытовая инфраструктура,88.330000
Головинский,Северный,4,recreation_environment,Рекреация и экологическая комфортность,69.680000
Головинский,Северный,4,safety_economic_stability,Безопасность и экономическая стабильность района,85.280000
Головинский,Северный,5,transport_accessibility,Транспортная доступность,94.090000
Головинский,Северный,5,social_infrastructure,Социальная инфраструктура,79.490000
Головинский,Северный,5,commercial_household,Коммерческая и бытовая инфраструктура,98.990000
Головинский,Северный,5,recreation_environment,Рекреация и экологическая комфортность,77.290000
Головинский,Северный,5,safety_economic_stability,Безопасность и экономическая стабильность района,87.090000
Головинский,Северный,6,transport_accessibility,Транспортная доступность,95.160000
Головинский,Северный,6,social_infrastructure,Социальная инфраструктура,81.060000
Головинский,Северный,6,commercial_household,Коммерческая и бытовая инфраструктура,100.000000
Головинский,Северный,6,recreation_environment,Рекреация и экологическая комфортность,76.450000
Головинский,Северный,6,safety_economic_stability,Безопасность и экономическая стабильность района,88.350000
Головинский,Северный,7,transport_accessibility,Транспортная доступность,92.700000
Головинский,Северный,7,social_infrastructure,Социальная инфраструктура,84.710000
Головинский,Северный,7,commercial_household,Коммерческая и бытовая инфраструктура,100.000000
Головинский,Северный,7,recreation_environment,Рекреация и экологическая комфортность,70.640000
Головинский,Северный,7,safety_economic_stability,Безопасность и экономическая стабильность района,87.180000
Головинский,Северный,8,transport_accessibility,Транспортная доступность,83.380000
Головинский,Северный,8,social_infrastructure,Социальная инфраструктура,82.640000
Головинский,Северный,8,commercial_household,Коммерческая и бытовая инфраструктура,96.640000
Головинский,Северный,8,recreation_environment,Рекреация и экологическая комфортность,67.790000
Головинский,Северный,8,safety_economic_stability,Безопасность и экономическая стабильность района,86.740000
Головинский,Северный,9,transport_accessibility,Транспортная доступность,87.280000
Головинский,Северный,9,social_infrastructure,Социальная инфраструктура,78.920000
Головинский,Северный,9,commercial_household,Коммерческая и бытовая инфраструктура,84.770000
Головинский,Северный,9,recreation_environment,Рекреация и экологическая комфортность,68.910000
Головинский,Северный,9,safety_economic_stability,Безопасность и экономическая стабильность района,87.310000
Головинский,Северный,10,transport_accessibility,Транспортная доступность,93.150000
Головинский,Северный,10,social_infrastructure,Социальная инфраструктура,80.780000
Головинский,Северный,10,commercial_household,Коммерческая и бытовая инфраструктура,89.320000
Головинский,Северный,10,recreation_environment,Рекреация и экологическая комфортность,67.250000
Головинский,Северный,10,safety_economic_stability,Безопасность и экономическая стабильность района,83.650000
Головинский,Северный,11,transport_accessibility,Транспортная доступность,91.760000
Головинский,Северный,11,social_infrastructure,Социальная инфраструктура,84.370000
Головинский,Северный,11,commercial_household,Коммерческая и бытовая инфраструктура,81.690000
Головинский,Северный,11,recreation_environment,Рекреация и экологическая комфортность,66.170000
Головинский,Северный,11,safety_economic_stability,Безопасность и экономическая стабильность района,81.150000
Головинский,Северный,12,transport_accessibility,Транспортная доступность,90.350000
Головинский,Северный,12,social_infrastructure,Социальная инфраструктура,86.870000
Головинский,Северный,12,commercial_household,Коммерческая и бытовая инфраструктура,90.430000
Головинский,Северный,12,recreation_environment,Рекреация и экологическая комфортность,57.370000
Головинский,Северный,12,safety_economic_stability,Безопасность и экономическая стабильность района,84.070000
Головинский,Северный,13,transport_accessibility,Транспортная доступность,95.650000
Головинский,Северный,13,social_infrastructure,Социальная инфраструктура,79.350000
Головинский,Северный,13,commercial_household,Коммерческая и бытовая инфраструктура,97.790000
Головинский,Северный,13,recreation_environment,Рекреация и экологическая комфортность,76.460000
Головинский,Северный,13,safety_economic_stability,Безопасность и экономическая стабильность района,88.260000
Головинский,Северный,14,transport_accessibility,Транспортная доступность,90.710000
Головинский,Северный,14,social_infrastructure,Социальная инфраструктура,81.770000
Головинский,Северный,14,commercial_household,Коммерческая и бытовая инфраструктура,99.960000
Головинский,Северный,14,recreation_environment,Рекреация и экологическая комфортность,76.530000
Головинский,Северный,14,safety_economic_stability,Безопасность и экономическая стабильность района,89.620000
Головинский,Северный,15,transport_accessibility,Транспортная доступность,83.370000
Головинский,Северный,15,social_infrastructure,Социальная инфраструктура,85.960000
Головинский,Северный,15,commercial_household,Коммерческая и бытовая инфраструктура,99.700000
Головинский,Северный,15,recreation_environment,Рекреация и экологическая комфортность,76.120000
Головинский,Северный,15,safety_economic_stability,Безопасность и экономическая стабильность района,88.590000
Головинский,Северный,16,transport_accessibility,Транспортная доступность,79.880000
Головинский,Северный,16,social_infrastructure,Социальная инфраструктура,89.290000
Головинский,Северный,16,commercial_household,Коммерческая и бытовая инфраструктура,92.890000
Головинский,Северный,16,recreation_environment,Рекреация и экологическая комфортность,71.710000
Головинский,Северный,16,safety_economic_stability,Безопасность и экономическая стабильность района,88.570000
Головинский,Северный,17,transport_accessibility,Транспортная доступность,83.780000
Головинский,Северный,17,social_infrastructure,Социальная инфраструктура,82.470000
Головинский,Северный,17,commercial_household,Коммерческая и бытовая инфраструктура,92.860000
Головинский,Северный,17,recreation_environment,Рекреация и экологическая комфортность,67.260000
Головинский,Северный,17,safety_economic_stability,Безопасность и экономическая стабильность района,89.340000
Головинский,Северный,18,transport_accessibility,Транспортная доступность,87.250000
Головинский,Северный,18,social_infrastructure,Социальная инфраструктура,77.350000
Головинский,Северный,18,commercial_household,Коммерческая и бытовая инфраструктура,92.970000
Головинский,Северный,18,recreation_environment,Рекреация и экологическая комфортность,63.850000
Головинский,Северный,18,safety_economic_stability,Безопасность и экономическая стабильность района,86.330000
Головинский,Северный,19,transport_accessibility,Транспортная доступность,85.890000
Головинский,Северный,19,social_infrastructure,Социальная инфраструктура,79.430000
Головинский,Северный,19,commercial_household,Коммерческая и бытовая инфраструктура,82.700000
Головинский,Северный,19,recreation_environment,Рекреация и экологическая комфортность,61.200000
Головинский,Северный,19,safety_economic_stability,Безопасность и экономическая стабильность района,85.840000
Головинский,Северный,20,transport_accessibility,Транспортная доступность,81.230000
Головинский,Северный,20,social_infrastructure,Социальная инфраструктура,79.310000
Головинский,Северный,20,commercial_household,Коммерческая и бытовая инфраструктура,71.340000
Головинский,Северный,20,recreation_environment,Рекреация и экологическая комфортность,40.950000
Головинский,Северный,20,safety_economic_stability,Безопасность и экономическая стабильность района,84.090000
Головинский,Северный,21,transport_accessibility,Транспортная доступность,98.120000
Головинский,Северный,21,social_infrastructure,Социальная инфраструктура,81.550000
Головинский,Северный,21,commercial_household,Коммерческая и бытовая инфраструктура,66.640000
Головинский,Северный,21,recreation_environment,Рекреация и экологическая комфортность,39.620000
Головинский,Северный,21,safety_economic_stability,Безопасность и экономическая стабильность района,80.750000
Головинский,Северный,22,transport_accessibility,Транспортная доступность,99.350000
Головинский,Северный,22,social_infrastructure,Социальная инфраструктура,78.210000
Головинский,Северный,22,commercial_household,Коммерческая и бытовая инфраструктура,76.870000
Головинский,Северный,22,recreation_environment,Рекреация и экологическая комфортность,50.070000
Головинский,Северный,22,safety_economic_stability,Безопасность и экономическая стабильность района,80.670000
Головинский,Северный,23,transport_accessibility,Транспортная доступность,74.350000
Головинский,Северный,23,social_infrastructure,Социальная инфраструктура,89.590000
Головинский,Северный,23,commercial_household,Коммерческая и бытовая инфраструктура,93.420000
Головинский,Северный,23,recreation_environment,Рекреация и экологическая комфортность,75.130000
Головинский,Северный,23,safety_economic_stability,Безопасность и экономическая стабильность района,89.580000
Головинский,Северный,24,transport_accessibility,Транспортная доступность,78.100000
Головинский,Северный,24,social_infrastructure,Социальная инфраструктура,85.650000
Головинский,Северный,24,commercial_household,Коммерческая и бытовая инфраструктура,91.870000
Головинский,Северный,24,recreation_environment,Рекреация и экологическая комфортность,65.710000
Головинский,Северный,24,safety_economic_stability,Безопасность и экономическая стабильность района,89.530000
Головинский,Северный,25,transport_accessibility,Транспортная доступность,82.590000
Головинский,Северный,25,social_infrastructure,Социальная инфраструктура,76.150000
Головинский,Северный,25,commercial_household,Коммерческая и бытовая инфраструктура,67.140000
Головинский,Северный,25,recreation_environment,Рекреация и экологическая комфортность,40.240000
Головинский,Северный,25,safety_economic_stability,Безопасность и экономическая стабильность района,87.630000
Головинский,Северный,26,transport_accessibility,Транспортная доступность,83.190000
Головинский,Северный,26,social_infrastructure,Социальная инфраструктура,76.840000
Головинский,Северный,26,commercial_household,Коммерческая и бытовая инфраструктура,68.510000
Головинский,Северный,26,recreation_environment,Рекреация и экологическая комфортность,44.990000
Головинский,Северный,26,safety_economic_stability,Безопасность и экономическая стабильность района,79.330000
Головинский,Северный,27,transport_accessibility,Транспортная доступность,91.730000
Головинский,Северный,27,social_infrastructure,Социальная инфраструктура,86.350000
Головинский,Северный,27,commercial_household,Коммерческая и бытовая инфраструктура,90.560000
Головинский,Северный,27,recreation_environment,Рекреация и экологическая комфортность,55.890000
Головинский,Северный,27,safety_economic_stability,Безопасность и экономическая стабильность района,89.850000
Головинский,Северный,28,transport_accessibility,Транспортная доступность,92.230000
Головинский,Северный,28,social_infrastructure,Социальная инфраструктура,83.200000
Головинский,Северный,28,commercial_household,Коммерческая и бытовая инфраструктура,83.950000
Головинский,Северный,28,recreation_environment,Рекреация и экологическая комфортность,49.310000
Головинский,Северный,28,safety_economic_stability,Безопасность и экономическая стабильность района,90.880000
Головинский,Северный,29,transport_accessibility,Транспортная доступность,88.060000
Головинский,Северный,29,social_infrastructure,Социальная инфраструктура,82.920000
Головинский,Северный,29,commercial_household,Коммерческая и бытовая инфраструктура,82.910000
Головинский,Северный,29,recreation_environment,Рекреация и экологическая комфортность,51.380000
Головинский,Северный,29,safety_economic_stability,Безопасность и экономическая стабильность района,87.050000
Головинский,Северный,30,transport_accessibility,Транспортная доступность,91.320000
Головинский,Северный,30,social_infrastructure,Социальная инфраструктура,84.510000
Головинский,Северный,30,commercial_household,Коммерческая и бытовая инфраструктура,93.020000
Головинский,Северный,30,recreation_environment,Рекреация и экологическая комфортность,62.080000
Головинский,Северный,30,safety_economic_stability,Безопасность и экономическая стабильность района,90.880000
Головинский,Северный,31,transport_accessibility,Транспортная доступность,90.490000
Головинский,Северный,31,social_infrastructure,Социальная инфраструктура,84.690000
Головинский,Северный,31,commercial_household,Коммерческая и бытовая инфраструктура,85.840000
Головинский,Северный,31,recreation_environment,Рекреация и экологическая комфортность,61.930000
Головинский,Северный,31,safety_economic_stability,Безопасность и экономическая стабильность района,90.880000
Головинский,Северный,32,transport_accessibility,Транспортная доступность,94.340000
Головинский,Северный,32,social_infrastructure,Социальная инфраструктура,86.280000
Головинский,Северный,32,commercial_household,Коммерческая и бытовая инфраструктура,91.100000
Головинский,Северный,32,recreation_environment,Рекреация и экологическая комфортность,56.390000
Головинский,Северный,32,safety_economic_stability,Безопасность и экономическая стабильность района,90.880000
Гольяново,Восточный,1,transport_accessibility,Транспортная доступность,93.930000
Гольяново,Восточный,1,social_infrastructure,Социальная инфраструктура,77.900000
Гольяново,Восточный,1,commercial_household,Коммерческая и бытовая инфраструктура,92.510000
Гольяново,Восточный,1,recreation_environment,Рекреация и экологическая комфортность,51.880000
Гольяново,Восточный,1,safety_economic_stability,Безопасность и экономическая стабильность района,83.950000
Гольяново,Восточный,2,transport_accessibility,Транспортная доступность,93.700000
Гольяново,Восточный,2,social_infrastructure,Социальная инфраструктура,77.460000
Гольяново,Восточный,2,commercial_household,Коммерческая и бытовая инфраструктура,93.560000
Гольяново,Восточный,2,recreation_environment,Рекреация и экологическая комфортность,53.650000
Гольяново,Восточный,2,safety_economic_stability,Безопасность и экономическая стабильность района,84.490000
Гольяново,Восточный,3,transport_accessibility,Транспортная доступность,77.710000
Гольяново,Восточный,3,social_infrastructure,Социальная инфраструктура,83.340000
Гольяново,Восточный,3,commercial_household,Коммерческая и бытовая инфраструктура,99.450000
Гольяново,Восточный,3,recreation_environment,Рекреация и экологическая комфортность,53.560000
Гольяново,Восточный,3,safety_economic_stability,Безопасность и экономическая стабильность района,87.000000
Гольяново,Восточный,4,transport_accessibility,Транспортная доступность,85.670000
Гольяново,Восточный,4,social_infrastructure,Социальная инфраструктура,80.290000
Гольяново,Восточный,4,commercial_household,Коммерческая и бытовая инфраструктура,87.250000
Гольяново,Восточный,4,recreation_environment,Рекреация и экологическая комфортность,38.350000
Гольяново,Восточный,4,safety_economic_stability,Безопасность и экономическая стабильность района,87.290000
Гольяново,Восточный,5,transport_accessibility,Транспортная доступность,76.870000
Гольяново,Восточный,5,social_infrastructure,Социальная инфраструктура,80.180000
Гольяново,Восточный,5,commercial_household,Коммерческая и бытовая инфраструктура,97.590000
Гольяново,Восточный,5,recreation_environment,Рекреация и экологическая комфортность,51.940000
Гольяново,Восточный,5,safety_economic_stability,Безопасность и экономическая стабильность района,88.110000
Гольяново,Восточный,6,transport_accessibility,Транспортная доступность,71.040000
Гольяново,Восточный,6,social_infrastructure,Социальная инфраструктура,81.730000
Гольяново,Восточный,6,commercial_household,Коммерческая и бытовая инфраструктура,92.030000
Гольяново,Восточный,6,recreation_environment,Рекреация и экологическая комфортность,46.370000
Гольяново,Восточный,6,safety_economic_stability,Безопасность и экономическая стабильность района,87.710000
Гольяново,Восточный,7,transport_accessibility,Транспортная доступность,76.850000
Гольяново,Восточный,7,social_infrastructure,Социальная инфраструктура,85.050000
Гольяново,Восточный,7,commercial_household,Коммерческая и бытовая инфраструктура,94.210000
Гольяново,Восточный,7,recreation_environment,Рекреация и экологическая комфортность,44.920000
Гольяново,Восточный,7,safety_economic_stability,Безопасность и экономическая стабильность района,89.080000
Гольяново,Восточный,8,transport_accessibility,Транспортная доступность,90.470000
Гольяново,Восточный,8,social_infrastructure,Социальная инфраструктура,87.670000
Гольяново,Восточный,8,commercial_household,Коммерческая и бытовая инфраструктура,98.730000
Гольяново,Восточный,8,recreation_environment,Рекреация и экологическая комфортность,35.670000
Гольяново,Восточный,8,safety_economic_stability,Безопасность и экономическая стабильность района,89.310000
Гольяново,Восточный,9,transport_accessibility,Транспортная доступность,98.420000
Гольяново,Восточный,9,social_infrastructure,Социальная инфраструктура,88.470000
Гольяново,Восточный,9,commercial_household,Коммерческая и бытовая инфраструктура,94.030000
Гольяново,Восточный,9,recreation_environment,Рекреация и экологическая комфортность,43.860000
Гольяново,Восточный,9,safety_economic_stability,Безопасность и экономическая стабильность района,88.630000
Гольяново,Восточный,10,transport_accessibility,Транспортная доступность,98.340000
Гольяново,Восточный,10,social_infrastructure,Социальная инфраструктура,87.320000
Гольяново,Восточный,10,commercial_household,Коммерческая и бытовая инфраструктура,94.290000
Гольяново,Восточный,10,recreation_environment,Рекреация и экологическая комфортность,49.010000
Гольяново,Восточный,10,safety_economic_stability,Безопасность и экономическая стабильность района,87.300000
Гольяново,Восточный,11,transport_accessibility,Транспортная доступность,97.310000
Гольяново,Восточный,11,social_infrastructure,Социальная инфраструктура,88.830000
Гольяново,Восточный,11,commercial_household,Коммерческая и бытовая инфраструктура,94.110000
Гольяново,Восточный,11,recreation_environment,Рекреация и экологическая комфортность,54.730000
Гольяново,Восточный,11,safety_economic_stability,Безопасность и экономическая стабильность района,85.900000
Гольяново,Восточный,12,transport_accessibility,Транспортная доступность,82.760000
Гольяново,Восточный,12,social_infrastructure,Социальная инфраструктура,89.260000
Гольяново,Восточный,12,commercial_household,Коммерческая и бытовая инфраструктура,94.270000
Гольяново,Восточный,12,recreation_environment,Рекреация и экологическая комфортность,54.710000
Гольяново,Восточный,12,safety_economic_stability,Безопасность и экономическая стабильность района,84.940000
Гольяново,Восточный,13,transport_accessibility,Транспортная доступность,70.030000
Гольяново,Восточный,13,social_infrastructure,Социальная инфраструктура,78.310000
Гольяново,Восточный,13,commercial_household,Коммерческая и бытовая инфраструктура,86.490000
Гольяново,Восточный,13,recreation_environment,Рекреация и экологическая комфортность,39.700000
Гольяново,Восточный,13,safety_economic_stability,Безопасность и экономическая стабильность района,89.950000
Гольяново,Восточный,14,transport_accessibility,Транспортная доступность,74.480000
Гольяново,Восточный,14,social_infrastructure,Социальная инфраструктура,81.170000
Гольяново,Восточный,14,commercial_household,Коммерческая и бытовая инфраструктура,81.640000
Гольяново,Восточный,14,recreation_environment,Рекреация и экологическая комфортность,33.940000
Гольяново,Восточный,14,safety_economic_stability,Безопасность и экономическая стабильность района,85.480000
Гольяново,Восточный,15,transport_accessibility,Транспортная доступность,80.380000
Гольяново,Восточный,15,social_infrastructure,Социальная инфраструктура,84.750000
Гольяново,Восточный,15,commercial_household,Коммерческая и бытовая инфраструктура,80.730000
Гольяново,Восточный,15,recreation_environment,Рекреация и экологическая комфортность,40.690000
Гольяново,Восточный,15,safety_economic_stability,Безопасность и экономическая стабильность района,86.920000
Гольяново,Восточный,16,transport_accessibility,Транспортная доступность,94.710000
Гольяново,Восточный,16,social_infrastructure,Социальная инфраструктура,84.980000
Гольяново,Восточный,16,commercial_household,Коммерческая и бытовая инфраструктура,99.570000
Гольяново,Восточный,16,recreation_environment,Рекреация и экологическая комфортность,50.560000
Гольяново,Восточный,16,safety_economic_stability,Безопасность и экономическая стабильность района,86.410000
Гольяново,Восточный,17,transport_accessibility,Транспортная доступность,96.370000
Гольяново,Восточный,17,social_infrastructure,Социальная инфраструктура,88.000000
Гольяново,Восточный,17,commercial_household,Коммерческая и бытовая инфраструктура,100.000000
Гольяново,Восточный,17,recreation_environment,Рекреация и экологическая комфортность,66.150000
Гольяново,Восточный,17,safety_economic_stability,Безопасность и экономическая стабильность района,87.430000
Гольяново,Восточный,18,transport_accessibility,Транспортная доступность,92.700000
Гольяново,Восточный,18,social_infrastructure,Социальная инфраструктура,88.290000
Гольяново,Восточный,18,commercial_household,Коммерческая и бытовая инфраструктура,99.520000
Гольяново,Восточный,18,recreation_environment,Рекреация и экологическая комфортность,70.240000
Гольяново,Восточный,18,safety_economic_stability,Безопасность и экономическая стабильность района,87.620000
Гольяново,Восточный,19,transport_accessibility,Транспортная доступность,79.620000
Гольяново,Восточный,19,social_infrastructure,Социальная инфраструктура,87.540000
Гольяново,Восточный,19,commercial_household,Коммерческая и бытовая инфраструктура,98.850000
Гольяново,Восточный,19,recreation_environment,Рекреация и экологическая комфортность,74.570000
Гольяново,Восточный,19,safety_economic_stability,Безопасность и экономическая стабильность района,86.300000
Гольяново,Восточный,20,transport_accessibility,Транспортная доступность,74.140000
Гольяново,Восточный,20,social_infrastructure,Социальная инфраструктура,87.180000
Гольяново,Восточный,20,commercial_household,Коммерческая и бытовая инфраструктура,99.930000
Гольяново,Восточный,20,recreation_environment,Рекреация и экологическая комфортность,62.830000
Гольяново,Восточный,20,safety_economic_stability,Безопасность и экономическая стабильность района,83.940000
Гольяново,Восточный,21,transport_accessibility,Транспортная доступность,68.200000
Гольяново,Восточный,21,social_infrastructure,Социальная инфраструктура,81.040000
Гольяново,Восточный,21,commercial_household,Коммерческая и бытовая инфраструктура,99.840000
Гольяново,Восточный,21,recreation_environment,Рекреация и экологическая комфортность,58.890000
Гольяново,Восточный,21,safety_economic_stability,Безопасность и экономическая стабильность района,81.580000
Гольяново,Восточный,22,transport_accessibility,Транспортная доступность,61.730000
Гольяново,Восточный,22,social_infrastructure,Социальная инфраструктура,76.390000
Гольяново,Восточный,22,commercial_household,Коммерческая и бытовая инфраструктура,88.720000
Гольяново,Восточный,22,recreation_environment,Рекреация и экологическая комфортность,55.150000
Гольяново,Восточный,22,safety_economic_stability,Безопасность и экономическая стабильность района,85.960000
Гольяново,Восточный,23,transport_accessibility,Транспортная доступность,75.650000
Гольяново,Восточный,23,social_infrastructure,Социальная инфраструктура,77.370000
Гольяново,Восточный,23,commercial_household,Коммерческая и бытовая инфраструктура,79.980000
Гольяново,Восточный,23,recreation_environment,Рекреация и экологическая комфортность,37.170000
Гольяново,Восточный,23,safety_economic_stability,Безопасность и экономическая стабильность района,84.520000
Гольяново,Восточный,24,transport_accessibility,Транспортная доступность,76.800000
Гольяново,Восточный,24,social_infrastructure,Социальная инфраструктура,78.770000
Гольяново,Восточный,24,commercial_household,Коммерческая и бытовая инфраструктура,93.370000
Гольяново,Восточный,24,recreation_environment,Рекреация и экологическая комфортность,59.810000
Гольяново,Восточный,24,safety_economic_stability,Безопасность и экономическая стабильность района,87.720000
Гольяново,Восточный,25,transport_accessibility,Транспортная доступность,79.600000
Гольяново,Восточный,25,social_infrastructure,Социальная инфраструктура,83.420000
Гольяново,Восточный,25,commercial_household,Коммерческая и бытовая инфраструктура,98.800000
Гольяново,Восточный,25,recreation_environment,Рекреация и экологическая комфортность,66.780000
Гольяново,Восточный,25,safety_economic_stability,Безопасность и экономическая стабильность района,89.450000
Гольяново,Восточный,26,transport_accessibility,Транспортная доступность,74.250000
Гольяново,Восточный,26,social_infrastructure,Социальная инфраструктура,83.260000
Гольяново,Восточный,26,commercial_household,Коммерческая и бытовая инфраструктура,99.990000
Гольяново,Восточный,26,recreation_environment,Рекреация и экологическая комфортность,77.510000
