municipality,parent_name,point_index,profile,profile_title,profile_weight,score
Вороновское,Троицкий,249,families_with_children,Семьи с детьми,0.200000,32.890000
Вороновское,Троицкий,249,youth,Молодёжь,0.200000,39.010000
Вороновское,Троицкий,249,working_adults,Работающие взрослые,0.200000,40.810000
Вороновское,Троицкий,249,pensioners,Пенсионеры,0.200000,37.610000
Вороновское,Троицкий,249,limited_mobility,Маломобильные группы,0.200000,38.590000
Вороновское,Троицкий,250,families_with_children,Семьи с детьми,0.200000,29.840000
Вороновское,Троицкий,250,youth,Молодёжь,0.200000,35.240000
Вороновское,Троицкий,250,working_adults,Работающие взрослые,0.200000,37.340000
Вороновское,Троицкий,250,pensioners,Пенсионеры,0.200000,34.050000
Вороновское,Троицкий,250,limited_mobility,Маломобильные группы,0.200000,35.250000
Вороновское,Троицкий,251,families_with_children,Семьи с детьми,0.200000,22.260000
Вороновское,Троицкий,251,youth,Молодёжь,0.200000,26.150000
Вороновское,Троицкий,251,working_adults,Работающие взрослые,0.200000,27.480000
Вороновское,Троицкий,251,pensioners,Пенсионеры,0.200000,26.080000
Вороновское,Троицкий,251,limited_mobility,Маломобильные группы,0.200000,26.460000
Вороновское,Троицкий,252,families_with_children,Семьи с детьми,0.200000,12.880000
Вороновское,Троицкий,252,youth,Молодёжь,0.200000,14.750000
Вороновское,Троицкий,252,working_adults,Работающие взрослые,0.200000,14.860000
Вороновское,Троицкий,252,pensioners,Пенсионеры,0.200000,16.840000
Вороновское,Троицкий,252,limited_mobility,Маломобильные группы,0.200000,15.160000
Вороновское,Троицкий,253,families_with_children,Семьи с детьми,0.200000,12.110000
Вороновское,Троицкий,253,youth,Молодёжь,0.200000,14.710000
Вороновское,Троицкий,253,working_adults,Работающие взрослые,0.200000,12.380000
Вороновское,Троицкий,253,pensioners,Пенсионеры,0.200000,15.730000
Вороновское,Троицкий,253,limited_mobility,Маломобильные группы,0.200000,13.200000
Вороновское,Троицкий,254,families_with_children,Семьи с детьми,0.200000,11.030000
Вороновское,Троицкий,254,youth,Молодёжь,0.200000,14.530000
Вороновское,Троицкий,254,working_adults,Работающие взрослые,0.200000,9.490000
Вороновское,Троицкий,254,pensioners,Пенсионеры,0.200000,14.940000
Вороновское,Троицкий,254,limited_mobility,Маломобильные группы,0.200000,11.170000
Вороновское,Троицкий,255,families_with_children,Семьи с детьми,0.200000,10.360000
Вороновское,Троицкий,255,youth,Молодёжь,0.200000,13.400000
Вороновское,Троицкий,255,working_adults,Работающие взрослые,0.200000,8.770000
Вороновское,Троицкий,255,pensioners,Пенсионеры,0.200000,13.830000
Вороновское,Троицкий,255,limited_mobility,Маломобильные группы,0.200000,10.490000
Вороновское,Троицкий,256,families_with_children,Семьи с детьми,0.200000,11.440000
Вороновское,Троицкий,256,youth,Молодёжь,0.200000,16.410000
Вороновское,Троицкий,256,working_adults,Работающие взрослые,0.200000,9.750000
Вороновское,Троицкий,256,pensioners,Пенсионеры,0.200000,14.280000
Вороновское,Троицкий,256,limited_mobility,Маломобильные группы,0.200000,11.230000
Вороновское,Троицкий,257,families_with_children,Семьи с детьми,0.200000,5.390000
Вороновское,Троицкий,257,youth,Молодёжь,0.200000,7.510000
Вороновское,Троицкий,257,working_adults,Работающие взрослые,0.200000,3.110000
Вороновское,Троицкий,257,pensioners,Пенсионеры,0.200000,5.870000
Вороновское,Троицкий,257,limited_mobility,Маломобильные группы,0.200000,3.910000
Вороновское,Троицкий,258,families_with_children,Семьи с детьми,0.200000,5.390000
Вороновское,Троицкий,258,youth,Молодёжь,0.200000,7.510000
Вороновское,Троицкий,258,working_adults,Работающие взрослые,0.200000,3.110000
Вороновское,Троицкий,258,pensioners,Пенсионеры,0.200000,5.870000
Вороновское,Троицкий,258,limited_mobility,Маломобильные группы,0.200000,3.910000
Вороновское,Троицкий,259,families_with_children,Семьи с детьми,0.200000,12.740000
Вороновское,Троицкий,259,youth,Молодёжь,0.200000,14.900000
Вороновское,Троицкий,259,working_adults,Работающие взрослые,0.200000,14.290000
Вороновское,Троицкий,259,pensioners,Пенсионеры,0.200000,17.050000
Вороновское,Троицкий,259,limited_mobility,Маломобильные группы,0.200000,14.850000
Вороновское,Троицкий,260,families_with_children,Семьи с детьми,0.200000,14.970000
Вороновское,Троицкий,260,youth,Молодёжь,0.200000,17.640000
Вороновское,Троицкий,260,working_adults,Работающие взрослые,0.200000,16.810000
Вороновское,Троицкий,260,pensioners,Пенсионеры,0.200000,19.990000
Вороновское,Троицкий,260,limited_mobility,Маломобильные группы,0.200000,17.310000
Вороновское,Троицкий,261,families_with_children,Семьи с детьми,0.200000,15.630000
Вороновское,Троицкий,261,youth,Молодёжь,0.200000,18.120000
Вороновское,Троицкий,261,working_adults,Работающие взрослые,0.200000,18.130000
Вороновское,Троицкий,261,pensioners,Пенсионеры,0.200000,20.990000
Вороновское,Троицкий,261,limited_mobility,Маломобильные группы,0.200000,18.480000
Вороновское,Троицкий,262,families_with_children,Семьи с детьми,0.200000,26.440000
Вороновское,Троицкий,262,youth,Молодёжь,0.200000,30.930000
Вороновское,Троицкий,262,working_adults,Работающие взрослые,0.200000,33.080000
Вороновское,Троицкий,262,pensioners,Пенсионеры,0.200000,30.950000
Вороновское,Троицкий,262,limited_mobility,Маломобильные группы,0.200000,31.150000
Вороновское,Троицкий,263,families_with_children,Семьи с детьми,0.200000,32.300000
Вороновское,Троицкий,263,youth,Молодёжь,0.200000,38.700000
Вороновское,Троицкий,263,working_adults,Работающие взрослые,0.200000,40.440000
Вороновское,Троицкий,263,pensioners,Пенсионеры,0.200000,36.290000
Вороновское,Троицкий,263,limited_mobility,Маломобильные группы,0.200000,37.890000
Вороновское,Троицкий,264,families_with_children,Семьи с детьми,0.200000,29.420000
Вороновское,Троицкий,264,youth,Молодёжь,0.200000,35.000000
Вороновское,Троицкий,264,working_adults,Работающие взрослые,0.200000,37.520000
Вороновское,Троицкий,264,pensioners,Пенсионеры,0.200000,32.840000
Вороновское,Троицкий,264,limited_mobility,Маломобильные группы,0.200000,35.010000
Вороновское,Троицкий,265,families_with_children,Семьи с детьми,0.200000,25.500000
Вороновское,Троицкий,265,youth,Молодёжь,0.200000,30.270000
Вороновское,Троицкий,265,working_adults,Работающие взрослые,0.200000,31.570000
Вороновское,Троицкий,265,pensioners,Пенсионеры,0.200000,29.020000
Вороновское,Троицкий,265,limited_mobility,Маломобильные группы,0.200000,30.300000
Вороновское,Троицкий,266,families_with_children,Семьи с детьми,0.200000,16.030000
Вороновское,Троицкий,266,youth,Молодёжь,0.200000,19.750000
Вороновское,Троицкий,266,working_adults,Работающие взрослые,0.200000,18.160000
Вороновское,Троицкий,266,pensioners,Пенсионеры,0.200000,19.640000
Вороновское,Троицкий,266,limited_mobility,Маломобильные группы,0.200000,18.130000
Вороновское,Троицкий,267,families_with_children,Семьи с детьми,0.200000,13.020000
Вороновское,Троицкий,267,youth,Молодёжь,0.200000,16.570000
Вороновское,Троицкий,267,working_adults,Работающие взрослые,0.200000,12.880000
Вороновское,Троицкий,267,pensioners,Пенсионеры,0.200000,16.730000
Вороновское,Троицкий,267,limited_mobility,Маломобильные группы,0.200000,13.650000
Вороновское,Троицкий,268,families_with_children,Семьи с детьми,0.200000,10.670000
Вороновское,Троицкий,268,youth,Молодёжь,0.200000,13.610000
Вороновское,Троицкий,268,working_adults,Работающие взрослые,0.200000,9.710000
Вороновское,Троицкий,268,pensioners,Пенсионеры,0.200000,14.550000
Вороновское,Троицкий,268,limited_mobility,Маломобильные группы,0.200000,11.140000
Вороновское,Троицкий,269,families_with_children,Семьи с детьми,0.200000,9.960000
Вороновское,Троицкий,269,youth,Молодёжь,0.200000,12.910000
Вороновское,Троицкий,269,working_adults,Работающие взрослые,0.200000,8.620000
Вороновское,Троицкий,269,pensioners,Пенсионеры,0.200000,13.270000
Вороновское,Троицкий,269,limited_mobility,Маломобильные группы,0.200000,10.000000
Вороновское,Троицкий,270,families_with_children,Семьи с детьми,0.200000,9.480000
Вороновское,Троицкий,270,youth,Молодёжь,0.200000,12.460000
Вороновское,Троицкий,270,working_adults,Работающие взрослые,0.200000,7.750000
Вороновское,Троицкий,270,pensioners,Пенсионеры,0.200000,12.200000
Вороновское,Троицкий,270,limited_mobility,Маломобильные группы,0.200000,9.020000
Вороновское,Троицкий,271,families_with_children,Семьи с детьми,0.200000,8.940000
Вороновское,Троицкий,271,youth,Молодёжь,0.200000,11.960000
Вороновское,Троицкий,271,working_adults,Работающие взрослые,0.200000,6.810000
Вороновское,Троицкий,271,pensioners,Пенсионеры,0.200000,11.090000
Вороновское,Троицкий,271,limited_mobility,Маломобильные группы,0.200000,7.980000
Вороновское,Троицкий,272,families_with_children,Семьи с детьми,0.200000,5.390000
Вороновское,Троицкий,272,youth,Молодёжь,0.200000,7.510000
Вороновское,Троицкий,272,working_adults,Работающие взрослые,0.200000,3.110000
Вороновское,Троицкий,272,pensioners,Пенсионеры,0.200000,5.870000
Вороновское,Троицкий,272,limited_mobility,Маломобильные группы,0.200000,3.910000
Вороновское,Троицкий,273,families_with_children,Семьи с детьми,0.200000,5.390000
Вороновское,Троицкий,273,youth,Молодёжь,0.200000,7.510000
Вороновское,Троицкий,273,working_adults,Работающие взрослые,0.200000,3.110000
Вороновское,Троицкий,273,pensioners,Пенсионеры,0.200000,5.870000
Вороновское,Троицкий,273,limited_mobility,Маломобильные группы,0.200000,3.910000
Вороновское,Троицкий,274,families_with_children,Семьи с детьми,0.200000,11.460000
Вороновское,Троицкий,274,youth,Молодёжь,0.200000,13.780000
Вороновское,Троицкий,274,working_adults,Работающие взрослые,0.200000,12.420000
Вороновское,Троицкий,274,pensioners,Пенсионеры,0.200000,15.010000
Вороновское,Троицкий,274,limited_mobility,Маломобильные группы,0.200000,12.900000
Вороновское,Троицкий,275,families_with_children,Семьи с детьми,0.200000,13.660000
Вороновское,Троицкий,275,youth,Молодёжь,0.200000,16.560000
Вороновское,Троицкий,275,working_adults,Работающие взрослые,0.200000,14.890000
Вороновское,Троицкий,275,pensioners,Пенсионеры,0.200000,17.940000
Вороновское,Троицкий,275,limited_mobility,Маломобильные группы,0.200000,15.330000
Вороновское,Троицкий,276,families_with_children,Семьи с детьми,0.200000,14.580000
Вороновское,Троицкий,276,youth,Молодёжь,0.200000,17.480000
Вороновское,Троицкий,276,working_adults,Работающие взрослые,0.200000,16.390000
Вороновское,Троицкий,276,pensioners,Пенсионеры,0.200000,19.320000
Вороновское,Троицкий,276,limited_mobility,Маломобильные группы,0.200000,16.710000
Вороновское,Троицкий,277,families_with_children,Семьи с детьми,0.200000,15.600000
Вороновское,Троицкий,277,youth,Молодёжь,0.200000,18.490000
Вороновское,Троицкий,277,working_adults,Работающие взрослые,0.200000,17.990000
Вороновское,Троицкий,277,pensioners,Пенсионеры,0.200000,20.510000
Вороновское,Троицкий,277,limited_mobility,Маломобильные группы,0.200000,18.050000
Вороновское,Троицкий,278,families_with_children,Семьи с детьми,0.200000,22.800000
Вороновское,Троицкий,278,youth,Молодёжь,0.200000,27.120000
Вороновское,Троицкий,278,working_adults,Работающие взрослые,0.200000,28.130000
Вороновское,Троицкий,278,pensioners,Пенсионеры,0.200000,26.970000
Вороновское,Троицкий,278,limited_mobility,Маломобильные группы,0.200000,26.490000
Вороновское,Троицкий,279,families_with_children,Семьи с детьми,0.200000,26.030000
Вороновское,Троицкий,279,youth,Молодёжь,0.200000,31.310000
Вороновское,Троицкий,279,working_adults,Работающие взрослые,0.200000,32.940000
Вороновское,Троицкий,279,pensioners,Пенсионеры,0.200000,29.470000
Вороновское,Троицкий,279,limited_mobility,Маломобильные группы,0.200000,30.720000
Вороновское,Троицкий,280,families_with_children,Семьи с детьми,0.200000,28.750000
Вороновское,Троицкий,280,youth,Молодёжь,0.200000,35.090000
Вороновское,Троицкий,280,working_adults,Работающие взрослые,0.200000,36.240000
Вороновское,Троицкий,280,pensioners,Пенсионеры,0.200000,32.090000
Вороновское,Троицкий,280,limited_mobility,Маломобильные группы,0.200000,34.100000
Вороновское,Троицкий,281,families_with_children,Семьи с детьми,0.200000,24.520000
Вороновское,Троицкий,281,youth,Молодёжь,0.200000,29.990000
Вороновское,Троицкий,281,working_adults,Работающие взрослые,0.200000,30.320000
Вороновское,Троицкий,281,pensioners,Пенсионеры,0.200000,27.900000
Вороновское,Троицкий,281,limited_mobility,Маломобильные группы,0.200000,29.350000
Вороновское,Троицкий,282,families_with_children,Семьи с детьми,0.200000,19.790000
Вороновское,Троицкий,282,youth,Молодёжь,0.200000,25.220000
Вороновское,Троицкий,282,working_adults,Работающие взрослые,0.200000,22.420000
Вороновское,Троицкий,282,pensioners,Пенсионеры,0.200000,24.000000
Вороновское,Троицкий,282,limited_mobility,Маломобильные группы,0.200000,22.770000
Вороновское,Троицкий,283,families_with_children,Семьи с детьми,0.200000,11.400000
Вороновское,Троицкий,283,youth,Молодёжь,0.200000,14.510000
Вороновское,Троицкий,283,working_adults,Работающие взрослые,0.200000,11.270000
Вороновское,Троицкий,283,pensioners,Пенсионеры,0.200000,15.650000
Вороновское,Троицкий,283,limited_mobility,Маломобильные группы,0.200000,12.410000
Вороновское,Троицкий,284,families_with_children,Семьи с детьми,0.200000,9.270000
Вороновское,Троицкий,284,youth,Молодёжь,0.200000,12.290000
Вороновское,Троицкий,284,working_adults,Работающие взрослые,0.200000,7.410000
Вороновское,Троицкий,284,pensioners,Пенсионеры,0.200000,11.170000
Вороновское,Троицкий,284,limited_mobility,Маломобильные группы,0.200000,8.300000
Вороновское,Троицкий,285,families_with_children,Семьи с детьми,0.200000,6.040000
Вороновское,Троицкий,285,youth,Молодёжь,0.200000,8.510000
Вороновское,Троицкий,285,working_adults,Работающие взрослые,0.200000,3.600000
Вороновское,Троицкий,285,pensioners,Пенсионеры,0.200000,6.610000
Вороновское,Троицкий,285,limited_mobility,Маломобильные группы,0.200000,4.380000
Вороновское,Троицкий,286,families_with_children,Семьи с детьми,0.200000,11.570000
Вороновское,Троицкий,286,youth,Молодёжь,0.200000,14.130000
Вороновское,Троицкий,286,working_adults,Работающие взрослые,0.200000,12.280000
Вороновское,Троицкий,286,pensioners,Пенсионеры,0.200000,14.910000
Вороновское,Троицкий,286,limited_mobility,Маломобильные группы,0.200000,12.690000
Вороновское,Троицкий,287,families_with_children,Семьи с детьми,0.200000,13.190000
Вороновское,Троицкий,287,youth,Молодёжь,0.200000,16.230000
Вороновское,Троицкий,287,working_adults,Работающие взрослые,0.200000,14.220000
Вороновское,Троицкий,287,pensioners,Пенсионеры,0.200000,17.150000
Вороновское,Троицкий,287,limited_mobility,Маломобильные группы,0.200000,14.560000
Вороновское,Троицкий,288,families_with_children,Семьи с детьми,0.200000,13.800000
Вороновское,Троицкий,288,youth,Молодёжь,0.200000,16.890000
Вороновское,Троицкий,288,working_adults,Работающие взрослые,0.200000,15.320000
Вороновское,Троицкий,288,pensioners,Пенсионеры,0.200000,18.150000
Вороновское,Троицкий,288,limited_mobility,Маломобильные группы,0.200000,15.580000
Вороновское,Троицкий,289,families_with_children,Семьи с детьми,0.200000,12.660000
Вороновское,Троицкий,289,youth,Молодёжь,0.200000,14.860000
Вороновское,Троицкий,289,working_adults,Работающие взрослые,0.200000,15.130000
Вороновское,Троицкий,289,pensioners,Пенсионеры,0.200000,16.490000
Вороновское,Троицкий,289,limited_mobility,Маломобильные группы,0.200000,14.950000
Вороновское,Троицкий,290,families_with_children,Семьи с детьми,0.200000,15.780000
Вороновское,Троицкий,290,youth,Молодёжь,0.200000,19.280000
Вороновское,Троицкий,290,working_adults,Работающие взрослые,0.200000,18.910000
Вороновское,Троицкий,290,pensioners,Пенсионеры,0.200000,19.410000
Вороновское,Троицкий,290,limited_mobility,Маломобильные группы,0.200000,18.420000
Вороновское,Троицкий,291,families_with_children,Семьи с детьми,0.200000,21.680000
Вороновское,Троицкий,291,youth,Молодёжь,0.200000,27.230000
Вороновское,Троицкий,291,working_adults,Работающие взрослые,0.200000,26.520000
Вороновское,Троицкий,291,pensioners,Пенсионеры,0.200000,25.610000
Вороновское,Троицкий,291,limited_mobility,Маломобильные группы,0.200000,26.130000
Вороновское,Троицкий,292,families_with_children,Семьи с детьми,0.200000,22.720000
Вороновское,Троицкий,292,youth,Молодёжь,0.200000,29.120000
Вороновское,Троицкий,292,working_adults,Работающие взрослые,0.200000,27.460000
Вороновское,Троицкий,292,pensioners,Пенсионеры,0.200000,27.130000
Вороновское,Троицкий,292,limited_mobility,Маломобильные группы,0.200000,27.580000
Вороновское,Троицкий,293,families_with_children,Семьи с детьми,0.200000,20.570000
Вороновское,Троицкий,293,youth,Молодёжь,0.200000,26.970000
Вороновское,Троицкий,293,working_adults,Работающие взрослые,0.200000,23.840000
Вороновское,Троицкий,293,pensioners,Пенсионеры,0.200000,25.020000
Вороновское,Троицкий,293,limited_mobility,Маломобильные группы,0.200000,24.510000
Вороновское,Троицкий,294,families_with_children,Семьи с детьми,0.200000,8.620000
Вороновское,Троицкий,294,youth,Молодёжь,0.200000,11.160000
Вороновское,Троицкий,294,working_adults,Работающие взрослые,0.200000,7.410000
Вороновское,Троицкий,294,pensioners,Пенсионеры,0.200000,10.470000
Вороновское,Троицкий,294,limited_mobility,Маломобильные группы,0.200000,8.140000
Вороновское,Троицкий,295,families_with_children,Семьи с детьми,0.200000,8.480000
Вороновское,Троицкий,295,youth,Молодёжь,0.200000,10.540000
Вороновское,Троицкий,295,working_adults,Работающие взрослые,0.200000,8.140000
Вороновское,Троицкий,295,pensioners,Пенсионеры,0.200000,10.650000
Вороновское,Троицкий,295,limited_mobility,Маломобильные группы,0.200000,8.750000
Вороновское,Троицкий,296,families_with_children,Семьи с детьми,0.200000,11.200000
Вороновское,Троицкий,296,youth,Молодёжь,0.200000,13.300000
Вороновское,Троицкий,296,working_adults,Работающие взрослые,0.200000,13.040000
Вороновское,Троицкий,296,pensioners,Пенсионеры,0.200000,15.120000
Вороновское,Троицкий,296,limited_mobility,Маломобильные группы,0.200000,13.340000
Вороновское,Троицкий,297,families_with_children,Семьи с детьми,0.200000,16.510000
Вороновское,Троицкий,297,youth,Молодёжь,0.200000,20.760000
Вороновское,Троицкий,297,working_adults,Работающие взрослые,0.200000,20.250000
Вороновское,Троицкий,297,pensioners,Пенсионеры,0.200000,20.910000
Вороновское,Троицкий,297,limited_mobility,Маломобильные группы,0.200000,20.790000
Вороновское,Троицкий,298,families_with_children,Семьи с детьми,0.200000,18.970000
Вороновское,Троицкий,298,youth,Молодёжь,0.200000,24.730000
Вороновское,Троицкий,298,working_adults,Работающие взрослые,0.200000,23.200000
Вороновское,Троицкий,298,pensioners,Пенсионеры,0.200000,23.500000
Вороновское,Троицкий,298,limited_mobility,Маломобильные группы,0.200000,23.910000
Вороновское,Троицкий,299,families_with_children,Семьи с детьми,0.200000,18.410000
Вороновское,Троицкий,299,youth,Молодёжь,0.200000,24.530000
Вороновское,Троицкий,299,working_adults,Работающие взрослые,0.200000,21.720000
Вороновское,Троицкий,299,pensioners,Пенсионеры,0.200000,22.910000
Вороновское,Троицкий,299,limited_mobility,Маломобильные группы,0.200000,22.830000
Вороновское,Троицкий,300,families_with_children,Семьи с детьми,0.200000,15.310000
Вороновское,Троицкий,300,youth,Молодёжь,0.200000,19.590000
Вороновское,Троицкий,300,working_adults,Работающие взрослые,0.200000,15.360000
Вороновское,Троицкий,300,pensioners,Пенсионеры,0.200000,17.550000
Вороновское,Троицкий,300,limited_mobility,Маломобильные группы,0.200000,15.190000
Вороновское,Троицкий,301,families_with_children,Семьи с детьми,0.200000,17.680000
Вороновское,Троицкий,301,youth,Молодёжь,0.200000,22.600000
Вороновское,Троицкий,301,working_adults,Работающие взрослые,0.200000,21.070000
Вороновское,Троицкий,301,pensioners,Пенсионеры,0.200000,22.020000
Вороновское,Троицкий,301,limited_mobility,Маломобильные группы,0.200000,22.130000
Вороновское,Троицкий,302,families_with_children,Семьи с детьми,0.200000,18.260000
Вороновское,Троицкий,302,youth,Молодёжь,0.200000,23.650000
Вороновское,Троицкий,302,working_adults,Работающие взрослые,0.200000,21.470000
Вороновское,Троицкий,302,pensioners,Пенсионеры,0.200000,22.240000
Вороновское,Троицкий,302,limited_mobility,Маломобильные группы,0.200000,22.540000
Вороновское,Троицкий,303,families_with_children,Семьи с детьми,0.200000,20.290000
Вороновское,Троицкий,303,youth,Молодёжь,0.200000,26.600000
Вороновское,Троицкий,303,working_adults,Работающие взрослые,0.200000,23.070000
Вороновское,Троицкий,303,pensioners,Пенсионеры,0.200000,23.330000
Вороновское,Троицкий,303,limited_mobility,Маломобильные группы,0.200000,23.370000
Вороновское,Троицкий,304,families_with_children,Семьи с детьми,0.200000,16.840000
Вороновское,Троицкий,304,youth,Молодёжь,0.200000,20.790000
Вороновское,Троицкий,304,working_adults,Работающие взрослые,0.200000,17.780000
Вороновское,Троицкий,304,pensioners,Пенсионеры,0.200000,17.770000
Вороновское,Троицкий,304,limited_mobility,Маломобильные группы,0.200000,16.460000
Вороновское,Троицкий,305,families_with_children,Семьи с детьми,0.200000,13.330000
Вороновское,Троицкий,305,youth,Молодёжь,0.200000,17.020000
Вороновское,Троицкий,305,working_adults,Работающие взрослые,0.200000,13.300000
Вороновское,Троицкий,305,pensioners,Пенсионеры,0.200000,14.270000
Вороновское,Троицкий,305,limited_mobility,Маломобильные группы,0.200000,12.680000
Вороновское,Троицкий,306,families_with_children,Семьи с детьми,0.200000,15.390000
Вороновское,Троицкий,306,youth,Молодёжь,0.200000,18.650000
Вороновское,Троицкий,306,working_adults,Работающие взрослые,0.200000,17.260000
Вороновское,Троицкий,306,pensioners,Пенсионеры,0.200000,19.010000
Вороновское,Троицкий,306,limited_mobility,Маломобильные группы,0.200000,18.260000
Вороновское,Троицкий,307,families_with_children,Семьи с детьми,0.200000,18.700000
Вороновское,Троицкий,307,youth,Молодёжь,0.200000,23.300000
Вороновское,Троицкий,307,working_adults,Работающие взрослые,0.200000,21.680000
Вороновское,Троицкий,307,pensioners,Пенсионеры,0.200000,21.830000
Вороновское,Троицкий,307,limited_mobility,Маломобильные группы,0.200000,22.470000
Вороновское,Троицкий,308,families_with_children,Семьи с детьми,0.200000,21.160000
Вороновское,Троицкий,308,youth,Молодёжь,0.200000,26.750000
Вороновское,Троицкий,308,working_adults,Работающие взрослые,0.200000,24.360000
Вороновское,Троицкий,308,pensioners,Пенсионеры,0.200000,22.860000
Вороновское,Троицкий,308,limited_mobility,Маломобильные группы,0.200000,23.970000
Вороновское,Троицкий,309,families_with_children,Семьи с детьми,0.200000,21.450000
Вороновское,Троицкий,309,youth,Молодёжь,0.200000,26.610000
Вороновское,Троицкий,309,working_adults,Работающие взрослые,0.200000,24.870000
Вороновское,Троицкий,309,pensioners,Пенсионеры,0.200000,21.840000
Вороновское,Троицкий,309,limited_mobility,Маломобильные группы,0.200000,23.420000
Вороновское,Троицкий,310,families_with_children,Семьи с детьми,0.200000,18.830000
Вороновское,Троицкий,310,youth,Молодёжь,0.200000,22.810000
Вороновское,Троицкий,310,working_adults,Работающие взрослые,0.200000,21.510000
Вороновское,Троицкий,310,pensioners,Пенсионеры,0.200000,18.630000
Вороновское,Троицкий,310,limited_mobility,Маломобильные группы,0.200000,19.770000
Вороновское,Троицкий,311,families_with_children,Семьи с детьми,0.200000,7.470000
Вороновское,Троицкий,311,youth,Молодёжь,0.200000,10.640000
Вороновское,Троицкий,311,working_adults,Работающие взрослые,0.200000,4.420000
Вороновское,Троицкий,311,pensioners,Пенсионеры,0.200000,8.300000
Вороновское,Троицкий,311,limited_mobility,Маломобильные группы,0.200000,5.370000
Вороновское,Троицкий,312,families_with_children,Семьи с детьми,0.200000,19.260000
Вороновское,Троицкий,312,youth,Молодёжь,0.200000,23.470000
Вороновское,Троицкий,312,working_adults,Работающие взрослые,0.200000,21.670000
Вороновское,Троицкий,312,pensioners,Пенсионеры,0.200000,21.820000
Вороновское,Троицкий,312,limited_mobility,Маломобильные группы,0.200000,22.420000
Вороновское,Троицкий,313,families_with_children,Семьи с детьми,0.200000,20.620000
Вороновское,Троицкий,313,youth,Молодёжь,0.200000,24.870000
Вороновское,Троицкий,313,working_adults,Работающие взрослые,0.200000,23.480000
Вороновское,Троицкий,313,pensioners,Пенсионеры,0.200000,21.760000
Вороновское,Троицкий,313,limited_mobility,Маломобильные группы,0.200000,23.040000
Вороновское,Троицкий,314,families_with_children,Семьи с детьми,0.200000,22.770000
Вороновское,Троицкий,314,youth,Молодёжь,0.200000,27.550000
Вороновское,Троицкий,314,working_adults,Работающие взрослые,0.200000,26.430000
Вороновское,Троицкий,314,pensioners,Пенсионеры,0.200000,22.800000
Вороновское,Троицкий,314,limited_mobility,Маломобильные группы,0.200000,25.120000
Вороновское,Троицкий,315,families_with_children,Семьи с детьми,0.200000,7.500000
Вороновское,Троицкий,315,youth,Молодёжь,0.200000,11.090000
Вороновское,Троицкий,315,working_adults,Работающие взрослые,0.200000,5.640000
Вороновское,Троицкий,315,pensioners,Пенсионеры,0.200000,7.990000
Вороновское,Троицкий,315,limited_mobility,Маломобильные группы,0.200000,6.450000
Вороновское,Троицкий,316,families_with_children,Семьи с детьми,0.200000,9.590000
Вороновское,Троицкий,316,youth,Молодёжь,0.200000,14.080000
Вороновское,Троицкий,316,working_adults,Работающие взрослые,0.200000,8.460000
Вороновское,Троицкий,316,pensioners,Пенсионеры,0.200000,10.180000
Вороновское,Троицкий,316,limited_mobility,Маломобильные группы,0.200000,9.360000
Вороновское,Троицкий,317,families_with_children,Семьи с детьми,0.200000,5.460000
Вороновское,Троицкий,317,youth,Молодёжь,0.200000,7.620000
Вороновское,Троицкий,317,working_adults,Работающие взрослые,0.200000,3.160000
Вороновское,Троицкий,317,pensioners,Пенсионеры,0.200000,5.950000
Вороновское,Троицкий,317,limited_mobility,Маломобильные группы,0.200000,3.960000
Вороновское,Троицкий,318,families_with_children,Семьи с детьми,0.200000,6.860000
Вороновское,Троицкий,318,youth,Молодёжь,0.200000,9.730000
Вороновское,Троицкий,318,working_adults,Работающие взрослые,0.200000,4.040000
Вороновское,Троицкий,318,pensioners,Пенсионеры,0.200000,7.580000
Вороновское,Троицкий,318,limited_mobility,Маломобильные группы,0.200000,4.940000
Воскресенское,Новомосковский,1,families_with_children,Семьи с детьми,0.200000,45.610000
Воскресенское,Новомосковский,1,youth,Молодёжь,0.200000,45.930000
Воскресенское,Новомосковский,1,working_adults,Работающие взрослые,0.200000,48.190000
Воскресенское,Новомосковский,1,pensioners,Пенсионеры,0.200000,47.860000
Воскресенское,Новомосковский,1,limited_mobility,Маломобильные группы,0.200000,48.610000
Воскресенское,Новомосковский,2,families_with_children,Семьи с детьми,0.200000,59.690000
Воскресенское,Новомосковский,2,youth,Молодёжь,0.200000,59.930000
Воскресенское,Новомосковский,2,working_adults,Работающие взрослые,0.200000,66.840000
Воскресенское,Новомосковский,2,pensioners,Пенсионеры,0.200000,61.640000
Воскресенское,Новомосковский,2,limited_mobility,Маломобильные группы,0.200000,66.430000
Воскресенское,Новомосковский,3,families_with_children,Семьи с детьми,0.200000,56.980000
Воскресенское,Новомосковский,3,youth,Молодёжь,0.200000,56.410000
Воскресенское,Новомосковский,3,working_adults,Работающие взрослые,0.200000,62.510000
Воскресенское,Новомосковский,3,pensioners,Пенсионеры,0.200000,57.730000
Воскресенское,Новомосковский,3,limited_mobility,Маломобильные группы,0.200000,62.150000
Воскресенское,Новомосковский,4,families_with_children,Семьи с детьми,0.200000,46.340000
Воскресенское,Новомосковский,4,youth,Молодёжь,0.200000,44.980000
Воскресенское,Новомосковский,4,working_adults,Работающие взрослые,0.200000,44.710000
Воскресенское,Новомосковский,4,pensioners,Пенсионеры,0.200000,47.780000
Воскресенское,Новомосковский,4,limited_mobility,Маломобильные группы,0.200000,46.840000
