municipality,parent_name,point_index,lon,lat,general_score,api_municipality,error
"""Мосрентген""",Новомосковский,1,37.480297,55.601258,70.550000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,2,37.464257,55.605552,60.500000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,3,37.472190,55.605651,66.080000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,4,37.480124,55.605749,74.620000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,5,37.464081,55.610043,60.600000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,6,37.487885,55.610338,76.810000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,7,37.463906,55.614534,67.320000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,8,37.471841,55.614633,75.130000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,9,37.479776,55.614732,78.480000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,10,37.463730,55.619025,70.520000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,11,37.471666,55.619124,78.070000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,12,37.447680,55.623316,53.950000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,13,37.455617,55.623416,57.990000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,14,37.463554,55.623516,68.510000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,15,37.447503,55.627807,65.970000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,16,37.455441,55.627908,60.070000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,17,37.463379,55.628007,70.020000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,18,37.447325,55.632298,73.020000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,19,37.455264,55.632399,69.240000,"""Мосрентген""",
"""Мосрентген""",Новомосковский,20,37.463203,55.632498,71.220000,"""Мосрентген""",
Академический,Юго-Западный,1,37.564770,55.678661,87.090000,Академический,
Академический,Юго-Западный,2,37.572719,55.678754,86.610000,Академический,
Академический,Юго-Западный,3,37.580667,55.678846,85.470000,Академический,
Академический,Юго-Западный,4,37.556656,55.683059,87.010000,Академический,
Академический,Юго-Западный,5,37.564606,55.683152,88.650000,Академический,
Академический,Юго-Западный,6,37.572555,55.683245,87.470000,Академический,
Академический,Юго-Западный,7,37.588454,55.683429,88.450000,Академический,
Академический,Юго-Западный,8,37.572392,55.687736,87.850000,Академический,
Академический,Юго-Западный,9,37.580342,55.687829,89.300000,Академический,
Академический,Юго-Западный,10,37.588293,55.687920,89.820000,Академический,
Академический,Юго-Западный,11,37.564277,55.692135,88.250000,Академический,
Академический,Юго-Западный,12,37.572228,55.692228,88.050000,Академический,
Академический,Юго-Западный,13,37.580179,55.692320,86.930000,Академический,
Академический,Юго-Западный,14,37.588131,55.692412,87.420000,Академический,
Академический,Юго-Западный,15,37.596082,55.692503,87.860000,Академический,
Академический,Юго-Западный,16,37.572064,55.696719,84.650000,Академический,
Академический,Юго-Западный,17,37.580017,55.696811,84.480000,Академический,
Академический,Юго-Западный,18,37.587969,55.696903,79.810000,Академический,
Академический,Юго-Западный,19,37.579854,55.701302,84.660000,Академический,
Академический,Юго-Западный,20,37.587807,55.701394,83.970000,Академический,
Академический,Юго-Западный,21,37.587645,55.705886,84.200000,Академический,
Алексеевский,Северо-Восточный,1,37.648332,55.791938,82.650000,Алексеевский,
Алексеевский,Северо-Восточный,2,37.640204,55.796341,81.780000,Алексеевский,
Алексеевский,Северо-Восточный,3,37.648177,55.796429,78.240000,Алексеевский,
Алексеевский,Северо-Восточный,4,37.640047,55.800832,83.580000,Алексеевский,
Алексеевский,Северо-Восточный,5,37.648021,55.800920,78.030000,Алексеевский,
Алексеевский,Северо-Восточный,6,37.639891,55.805324,82.740000,Алексеевский,
Алексеевский,Северо-Восточный,7,37.647866,55.805412,83.800000,Алексеевский,
Алексеевский,Северо-Восточный,8,37.639734,55.809815,83.690000,Алексеевский,
Алексеевский,Северо-Восточный,9,37.647710,55.809903,85.210000,Алексеевский,
Алексеевский,Северо-Восточный,10,37.655685,55.809991,84.160000,Алексеевский,
Алексеевский,Северо-Восточный,11,37.639578,55.814307,86.600000,Алексеевский,
Алексеевский,Северо-Восточный,12,37.647554,55.814395,86.270000,Алексеевский,
Алексеевский,Северо-Восточный,13,37.655531,55.814482,84.170000,Алексеевский,
Алексеевский,Северо-Восточный,14,37.663507,55.814569,80.290000,Алексеевский,
Алексеевский,Северо-Восточный,15,37.647398,55.818886,87.870000,Алексеевский,
Алексеевский,Северо-Восточный,16,37.655376,55.818973,84.240000,Алексеевский,
Алексеевский,Северо-Восточный,17,37.663353,55.819060,78.160000,Алексеевский,
Алексеевский,Северо-Восточный,18,37.647242,55.823377,87.550000,Алексеевский,
Алексеевский,Северо-Восточный,19,37.655221,55.823465,84.680000,Алексеевский,
Алексеевский,Северо-Восточный,20,37.663199,55.823552,78.430000,Алексеевский,
Алексеевский,Северо-Восточный,21,37.655066,55.827956,83.810000,Алексеевский,
Алтуфьевский,Северо-Восточный,1,37.573631,55.871970,82.380000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,2,37.581619,55.872062,84.040000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,3,37.573466,55.876461,80.870000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,4,37.581455,55.876553,81.070000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,5,37.589444,55.876645,82.320000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,6,37.581291,55.881044,85.420000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,7,37.589281,55.881136,85.320000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,8,37.597271,55.881227,87.800000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,9,37.573136,55.885443,82.600000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,10,37.581127,55.885536,84.640000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,11,37.589118,55.885627,86.220000,Алтуфьевский,
Алтуфьевский,Северо-Восточный,12,37.597109,55.885719,87.500000,Алтуфьевский,
Арбат,Центральный,1,37.578222,55.746215,89.070000,Арбат,
Арбат,Центральный,2,37.578059,55.750707,88.540000,Арбат,
Арбат,Центральный,3,37.586022,55.750799,88.590000,Арбат,
Арбат,Центральный,4,37.593986,55.750890,87.500000,Арбат,
Арбат,Центральный,5,37.601949,55.750981,89.450000,Арбат,
Арбат,Центральный,6,37.609913,55.751071,88.130000,Арбат,
Арбат,Центральный,7,37.585860,55.755290,88.680000,Арбат,
Арбат,Центральный,8,37.593824,55.755381,86.630000,Арбат,
Аэропорт,Северный,1,37.560644,55.790942,85.820000,Аэропорт,
Аэропорт,Северный,2,37.568615,55.791035,89.140000,Аэропорт,
Аэропорт,Северный,3,37.544533,55.795246,85.740000,Аэропорт,
Аэропорт,Северный,4,37.552506,55.795340,86.930000,Аэропорт,
Аэропорт,Северный,5,37.536393,55.799642,89.400000,Аэропорт,
Аэропорт,Северный,6,37.544366,55.799737,87.630000,Аэропорт,
Аэропорт,Северный,7,37.552339,55.799831,87.690000,Аэропорт,
Аэропорт,Северный,8,37.520276,55.803943,88.450000,Аэропорт,
Аэропорт,Северный,9,37.528250,55.804038,89.780000,Аэропорт,
Аэропорт,Северный,10,37.536224,55.804134,89.010000,Аэропорт,
Аэропорт,Северный,11,37.544198,55.804228,87.780000,Аэропорт,
Аэропорт,Северный,12,37.520106,55.808434,87.820000,Аэропорт,
Аэропорт,Северный,13,37.528081,55.808529,88.780000,Аэропорт,
Аэропорт,Северный,14,37.536056,55.808625,86.530000,Аэропорт,
Аэропорт,Северный,15,37.544031,55.808719,84.750000,Аэропорт,
Аэропорт,Северный,16,37.519935,55.812925,85.710000,Аэропорт,
Аэропорт,Северный,17,37.527911,55.813021,85.870000,Аэропорт,
Аэропорт,Северный,18,37.535887,55.813116,83.110000,Аэропорт,
Бабушкинский,Северо-Восточный,1,37.670105,55.855078,83.660000,Бабушкинский,
Бабушкинский,Северо-Восточный,2,37.653980,55.859395,90.540000,Бабушкинский,
Бабушкинский,Северо-Восточный,3,37.661966,55.859483,88.450000,Бабушкинский,
Бабушкинский,Северо-Восточный,4,37.669951,55.859569,85.860000,Бабушкинский,
Бабушкинский,Северо-Восточный,5,37.677937,55.859655,83.970000,Бабушкинский,
Бабушкинский,Северо-Восточный,6,37.645838,55.863799,85.150000,Бабушкинский,
Бабушкинский,Северо-Восточный,7,37.653824,55.863887,88.930000,Бабушкинский,
Бабушкинский,Северо-Восточный,8,37.661811,55.863974,89.200000,Бабушкинский,
Бабушкинский,Северо-Восточный,9,37.669798,55.864061,90.330000,Бабушкинский,
Бабушкинский,Северо-Восточный,10,37.677785,55.864147,84.990000,Бабушкинский,
Бабушкинский,Северо-Восточный,11,37.653669,55.868378,89.710000,Бабушкинский,
Бабушкинский,Северо-Восточный,12,37.661657,55.868465,90.160000,Бабушкинский,
Бабушкинский,Северо-Восточный,13,37.669644,55.868552,89.880000,Бабушкинский,
Бабушкинский,Северо-Восточный,14,37.661502,55.872957,89.480000,Бабушкинский,
Бабушкинский,Северо-Восточный,15,37.669491,55.873043,90.560000,Бабушкинский,
Бабушкинский,Северо-Восточный,16,37.677479,55.873129,87.490000,Бабушкинский,
Бабушкинский,Северо-Восточный,17,37.661348,55.877448,86.270000,Бабушкинский,
Бабушкинский,Северо-Восточный,18,37.669337,55.877535,88.430000,Бабушкинский,
Бабушкинский,Северо-Восточный,19,37.677327,55.877621,83.490000,Бабушкинский,
Басманный,Центральный,1,37.633646,55.755830,88.060000,Басманный,
Басманный,Центральный,2,37.641611,55.755919,87.740000,Басманный,
Басманный,Центральный,3,37.649575,55.756007,87.640000,Басманный,
Басманный,Центральный,4,37.657540,55.756094,88.500000,Басманный,
Басманный,Центральный,5,37.665505,55.756181,89.240000,Басманный,
Басманный,Центральный,6,37.633489,55.760322,86.300000,Басманный,
Басманный,Центральный,7,37.641455,55.760410,86.190000,Басманный,
Басманный,Центральный,8,37.649420,55.760498,85.780000,Басманный,
Басманный,Центральный,9,37.657386,55.760585,88.900000,Басманный,
Басманный,Центральный,10,37.665351,55.760672,89.210000,Басманный,
Басманный,Центральный,11,37.673317,55.760758,87.750000,Басманный,
Басманный,Центральный,12,37.681283,55.760844,81.520000,Басманный,
Басманный,Центральный,13,37.641299,55.764902,87.880000,Басманный,
Басманный,Центральный,14,37.649265,55.764989,86.100000,Басманный,
Басманный,Центральный,15,37.657231,55.765077,87.280000,Басманный,
Басманный,Центральный,16,37.665198,55.765163,87.580000,Басманный,
Басманный,Центральный,17,37.673165,55.765250,87.200000,Басманный,
Басманный,Центральный,18,37.681131,55.765335,87.290000,Басманный,
Басманный,Центральный,19,37.657077,55.769568,86.980000,Басманный,
Басманный,Центральный,20,37.665044,55.769655,88.490000,Басманный,
Басманный,Центральный,21,37.673012,55.769741,88.250000,Басманный,
Басманный,Центральный,22,37.680979,55.769827,88.990000,Басманный,
Басманный,Центральный,23,37.688947,55.769912,86.730000,Басманный,
Басманный,Центральный,24,37.696915,55.769997,83.460000,Басманный,
Басманный,Центральный,25,37.672859,55.774233,88.790000,Басманный,
Басманный,Центральный,26,37.680828,55.774318,87.440000,Басманный,
Басманный,Центральный,27,37.688796,55.774404,87.210000,Басманный,
Басманный,Центральный,28,37.696765,55.774488,86.110000,Басманный,
Басманный,Центральный,29,37.704733,55.774573,86.720000,Басманный,
Басманный,Центральный,30,37.688645,55.778895,86.790000,Басманный,
Басманный,Центральный,31,37.696615,55.778980,85.420000,Басманный,
Басманный,Центральный,32,37.704584,55.779064,87.540000,Басманный,
Беговой,Северный,1,37.553172,55.777375,81.920000,Беговой,
Беговой,Северный,2,37.561140,55.777469,80.210000,Беговой,
Беговой,Северный,3,37.569109,55.777562,82.580000,Беговой,
Беговой,Северный,4,37.577078,55.777654,85.020000,Беговой,
Беговой,Северный,5,37.545036,55.781772,77.010000,Беговой,
Беговой,Северный,6,37.553005,55.781866,80.140000,Беговой,
Беговой,Северный,7,37.560975,55.781960,81.440000,Беговой,
Беговой,Северный,8,37.568945,55.782053,82.480000,Беговой,
Беговой,Северный,9,37.576914,55.782145,83.740000,Беговой,
Беговой,Северный,10,37.584884,55.782237,86.220000,Беговой,
Беговой,Северный,11,37.544868,55.786263,77.080000,Беговой,
Беговой,Северный,12,37.552839,55.786358,79.640000,Беговой,
Беговой,Северный,13,37.568780,55.786544,85.300000,Беговой,
Беговой,Северный,14,37.576750,55.786637,84.290000,Беговой,
Беговой,Северный,15,37.584721,55.786729,86.270000,Беговой,
Беговой,Северный,16,37.552672,55.790849,80.130000,Беговой,
Беговой,Северный,17,37.576587,55.791128,88.070000,Беговой,
Беговой,Северный,18,37.584558,55.791220,87.290000,Беговой,
Бескудниковский,Северный,1,37.566304,55.853912,84.600000,Бескудниковский,
Бескудниковский,Северный,2,37.566139,55.858403,84.490000,Бескудниковский,
Бескудниковский,Северный,3,37.541847,55.867104,87.250000,Бескудниковский,
Бескудниковский,Северный,4,37.533691,55.871500,86.820000,Бескудниковский,
Бескудниковский,Северный,5,37.541679,55.871595,88.370000,Бескудниковский,
Бескудниковский,Северный,6,37.549667,55.871690,89.330000,Бескудниковский,
Бескудниковский,Северный,7,37.557654,55.871783,85.840000,Бескудниковский,
Бескудниковский,Северный,8,37.541510,55.876086,90.270000,Бескудниковский,
Бескудниковский,Северный,9,37.549499,55.876181,88.700000,Бескудниковский,
Бескудниковский,Северный,10,37.557488,55.876275,87.070000,Бескудниковский,
Бибирево,Северо-Восточный,1,37.605261,55.881318,88.530000,Бибирево,
Бибирево,Северо-Восточный,2,37.613251,55.881409,83.730000,Бибирево,
Бибирево,Северо-Восточный,3,37.605100,55.885810,87.700000,Бибирево,
Бибирево,Северо-Восточный,4,37.613091,55.885900,87.690000,Бибирево,
Бибирево,Северо-Восточный,5,37.588955,55.890119,87.270000,Бибирево,
Бибирево,Северо-Восточный,6,37.596947,55.890210,88.070000,Бибирево,
Бибирево,Северо-Восточный,7,37.604939,55.890301,88.380000,Бибирево,
Бибирево,Северо-Восточный,8,37.612931,55.890391,87.730000,Бибирево,
Бибирево,Северо-Восточный,9,37.620923,55.890481,80.790000,Бибирево,
Бибирево,Северо-Восточный,10,37.588792,55.894610,88.950000,Бибирево,
Бибирево,Северо-Восточный,11,37.596785,55.894701,88.820000,Бибирево,
Бибирево,Северо-Восточный,12,37.604778,55.894792,83.150000,Бибирево,
Бибирево,Северо-Восточный,13,37.612771,55.894882,82.140000,Бибирево,
Бибирево,Северо-Восточный,14,37.628757,55.895061,75.580000,Бибирево,
Бибирево,Северо-Восточный,15,37.636750,55.895150,75.510000,Бибирево,
Бибирево,Северо-Восточный,16,37.588629,55.899101,90.950000,Бибирево,
Бибирево,Северо-Восточный,17,37.596623,55.899192,88.920000,Бибирево,
Бибирево,Северо-Восточный,18,37.604617,55.899283,80.760000,Бибирево,
Бибирево,Северо-Восточный,19,37.612610,55.899373,79.800000,Бибирево,
Бибирево,Северо-Восточный,20,37.620604,55.899463,76.830000,Бибирево,
Бибирево,Северо-Восточный,21,37.628598,55.899553,72.690000,Бибирево,
Бибирево,Северо-Восточный,22,37.588466,55.903592,89.950000,Бибирево,
Бибирево,Северо-Восточный,23,37.588303,55.908083,83.130000,Бибирево,
Бирюлёво Восточное,Южный,1,37.671757,55.572029,68.330000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,2,37.663677,55.576434,77.380000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,3,37.687462,55.576691,73.890000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,4,37.663525,55.580926,77.940000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,5,37.671454,55.581012,80.320000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,6,37.679383,55.581098,79.310000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,7,37.687312,55.581183,75.950000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,8,37.703171,55.581352,62.490000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,9,37.663372,55.585417,77.010000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,10,37.671302,55.585504,80.000000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,11,37.687162,55.585674,75.720000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,12,37.695093,55.585759,70.250000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,13,37.703023,55.585843,59.840000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,14,37.710953,55.585927,60.020000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,15,37.663219,55.589909,78.470000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,16,37.671150,55.589995,79.310000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,17,37.718737,55.590502,72.320000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,18,37.663067,55.594400,77.800000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,19,37.670998,55.594487,79.350000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,20,37.654981,55.598805,72.670000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,21,37.662914,55.598892,79.320000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,22,37.670847,55.598978,79.460000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,23,37.654827,55.603297,76.090000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,24,37.662761,55.603384,80.970000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,25,37.686562,55.603641,59.750000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,26,37.646739,55.607701,66.230000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,27,37.654674,55.607788,77.850000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,28,37.662608,55.607875,81.350000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,29,37.646584,55.612193,66.280000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,30,37.654520,55.612280,74.290000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,31,37.662455,55.612367,84.000000,Бирюлёво Восточное,
Бирюлёво Восточное,Южный,32,37.670391,55.612453,84.270000,Бирюлёво Восточное,
Бирюлёво Западное,Южный,1,37.663830,55.571943,69.740000,Бирюлёво Западное,
Бирюлёво Западное,Южный,2,37.616108,55.575906,61.870000,Бирюлёво Западное,
Бирюлёво Западное,Южный,3,37.624036,55.575996,57.360000,Бирюлёво Западное,
Бирюлёво Западное,Южный,4,37.631964,55.576084,62.280000,Бирюлёво Западное,
Бирюлёво Западное,Южный,5,37.639892,55.576173,69.350000,Бирюлёво Западное,
Бирюлёво Западное,Южный,6,37.647821,55.576260,71.480000,Бирюлёво Западное,
Бирюлёво Западное,Южный,7,37.655749,55.576348,73.260000,Бирюлёво Западное,
Бирюлёво Западное,Южный,8,37.615950,55.580398,65.800000,Бирюлёво Западное,
Бирюлёво Западное,Южный,9,37.623879,55.580487,55.040000,Бирюлёво Западное,
Бирюлёво Западное,Южный,10,37.631808,55.580576,62.910000,Бирюлёво Западное,
Бирюлёво Западное,Южный,11,37.639737,55.580664,69.900000,Бирюлёво Западное,
Бирюлёво Западное,Южный,12,37.647666,55.580752,74.480000,Бирюлёво Западное,
Бирюлёво Западное,Южный,13,37.615792,55.584889,74.670000,Бирюлёво Западное,
Бирюлёво Западное,Южный,14,37.623722,55.584979,66.340000,Бирюлёво Западное,
Бирюлёво Западное,Южный,15,37.631652,55.585067,64.290000,Бирюлёво Западное,
Бирюлёво Западное,Южный,16,37.639582,55.585156,73.070000,Бирюлёво Западное,
Бирюлёво Западное,Южный,17,37.615634,55.589381,79.090000,Бирюлёво Западное,
Бирюлёво Западное,Южный,18,37.623565,55.589470,68.960000,Бирюлёво Западное,
Бирюлёво Западное,Южный,19,37.631496,55.589559,65.490000,Бирюлёво Западное,
Бирюлёво Западное,Южный,20,37.639426,55.589647,73.800000,Бирюлёво Западное,
Бирюлёво Западное,Южный,21,37.647357,55.589735,76.760000,Бирюлёво Западное,
Бирюлёво Западное,Южный,22,37.623408,55.593962,75.450000,Бирюлёво Западное,
Бирюлёво Западное,Южный,23,37.631339,55.594050,71.860000,Бирюлёво Западное,
Бирюлёво Западное,Южный,24,37.639271,55.594139,72.510000,Бирюлёво Западное,
Бирюлёво Западное,Южный,25,37.647203,55.594226,76.830000,Бирюлёво Западное,
Бирюлёво Западное,Южный,26,37.631183,55.598542,73.790000,Бирюлёво Западное,
Бирюлёво Западное,Южный,27,37.639116,55.598630,70.300000,Бирюлёво Западное,
Бирюлёво Западное,Южный,28,37.647048,55.598718,72.280000,Бирюлёво Западное,
Богородское,Восточный,1,37.703689,55.806013,87.890000,Богородское,
Богородское,Восточный,2,37.711665,55.806097,85.060000,Богородское,
Богородское,Восточный,3,37.719640,55.806180,86.370000,Богородское,
Богородское,Восточный,4,37.703540,55.810504,84.580000,Богородское,
Богородское,Восточный,5,37.711516,55.810588,84.260000,Богородское,
Богородское,Восточный,6,37.719492,55.810672,85.940000,Богородское,
Богородское,Восточный,7,37.727468,55.810754,87.510000,Богородское,
Богородское,Восточный,8,37.735444,55.810837,87.080000,Богородское,
Богородское,Восточный,9,37.743420,55.810918,82.180000,Богородское,
Богородское,Восточный,10,37.695414,55.814911,84.450000,Богородское,
Богородское,Восточный,11,37.703391,55.814996,85.670000,Богородское,
Богородское,Восточный,12,37.711368,55.815080,82.830000,Богородское,
Богородское,Восточный,13,37.719345,55.815163,84.660000,Богородское,
Богородское,Восточный,14,37.727322,55.815246,87.050000,Богородское,
Богородское,Восточный,15,37.735299,55.815328,85.640000,Богородское,
Богородское,Восточный,16,37.703241,55.819487,83.730000,Богородское,
Богородское,Восточный,17,37.711219,55.819571,80.940000,Богородское,
Богородское,Восточный,18,37.719197,55.819654,82.620000,Богородское,
Богородское,Восточный,19,37.727175,55.819737,85.740000,Богородское,
Богородское,Восточный,20,37.695113,55.823894,78.210000,Богородское,
Братеево,Южный,1,37.781214,55.622591,54.290000,Братеево,
Братеево,Южный,2,37.789152,55.622669,55.420000,Братеево,
Братеево,Южный,3,37.757258,55.626843,86.620000,Братеево,
Братеево,Южный,4,37.765197,55.626923,83.290000,Братеево,
Братеево,Южный,5,37.773136,55.627003,74.280000,Братеево,
Братеево,Южный,6,37.781075,55.627082,57.960000,Братеево,
Братеево,Южный,7,37.733297,55.631091,85.960000,Братеево,
Братеево,Южный,8,37.757116,55.631335,89.490000,Братеево,
Братеево,Южный,9,37.765056,55.631415,88.440000,Братеево,
Братеево,Южный,10,37.772996,55.631495,83.690000,Братеево,
Братеево,Южный,11,37.733152,55.635583,84.440000,Братеево,
Братеево,Южный,12,37.741093,55.635665,87.830000,Братеево,
Братеево,Южный,13,37.749033,55.635746,89.050000,Братеево,
Братеево,Южный,14,37.756974,55.635827,90.840000,Братеево,
Братеево,Южный,15,37.764915,55.635907,89.420000,Братеево,
Братеево,Южный,16,37.772855,55.635987,86.910000,Братеево,
Братеево,Южный,17,37.756832,55.640318,86.790000,Братеево,
Братеево,Южный,18,37.764773,55.640399,88.230000,Братеево,
Бутырский,Северо-Восточный,1,37.584395,55.795711,89.490000,Бутырский,
Бутырский,Северо-Восточный,2,37.584232,55.800203,87.350000,Бутырский,
Бутырский,Северо-Восточный,3,37.592206,55.800294,85.020000,Бутырский,
Бутырский,Северо-Восточный,4,37.584069,55.804694,86.250000,Бутырский,
Бутырский,Северо-Восточный,5,37.592044,55.804785,82.510000,Бутырский,
Бутырский,Северо-Восточный,6,37.583906,55.809185,87.060000,Бутырский,
Бутырский,Северо-Восточный,7,37.591882,55.809277,84.100000,Бутырский,
Бутырский,Северо-Восточный,8,37.599857,55.809368,82.570000,Бутырский,
Бутырский,Северо-Восточный,9,37.607832,55.809458,82.010000,Бутырский,
Бутырский,Северо-Восточный,10,37.583743,55.813676,86.820000,Бутырский,
Бутырский,Северо-Восточный,11,37.591719,55.813768,83.120000,Бутырский,
Бутырский,Северо-Восточный,12,37.599696,55.813859,82.430000,Бутырский,
Бутырский,Северо-Восточный,13,37.607672,55.813949,81.990000,Бутырский,
Бутырский,Северо-Восточный,14,37.583580,55.818167,85.690000,Бутырский,
Бутырский,Северо-Восточный,15,37.591557,55.818259,84.270000,Бутырский,
Бутырский,Северо-Восточный,16,37.599534,55.818350,84.330000,Бутырский,
Бутырский,Северо-Восточный,17,37.575439,55.822567,87.440000,Бутырский,
Бутырский,Северо-Восточный,18,37.583417,55.822659,86.640000,Бутырский,
Бутырский,Северо-Восточный,19,37.591395,55.822750,85.090000,Бутырский,
Бутырский,Северо-Восточный,20,37.575275,55.827058,86.870000,Бутырский,
Бутырский,Северо-Восточный,21,37.583254,55.827150,82.760000,Бутырский,
Бутырский,Северо-Восточный,22,37.575111,55.831549,86.340000,Бутырский,
Вешняки,Восточный,1,37.834113,55.712966,76.120000,Вешняки,
Вешняки,Восточный,2,37.818064,55.717305,83.810000,Вешняки,
Вешняки,Восточный,3,37.826022,55.717382,81.840000,Вешняки,
Вешняки,Восточный,4,37.833979,55.717458,82.040000,Вешняки,
Вешняки,Восточный,5,37.802012,55.721643,88.470000,Вешняки,
Вешняки,Восточный,6,37.809970,55.721720,85.980000,Вешняки,
Вешняки,Восточный,7,37.817929,55.721797,85.530000,Вешняки,
Вешняки,Восточный,8,37.825887,55.721873,84.910000,Вешняки,
Вешняки,Восточный,9,37.833845,55.721949,82.140000,Вешняки,
Вешняки,Восточный,10,37.801875,55.726135,83.710000,Вешняки,
Вешняки,Восточный,11,37.809834,55.726212,84.280000,Вешняки,
Вешняки,Восточный,12,37.825752,55.726365,84.520000,Вешняки,
Вешняки,Восточный,13,37.833711,55.726441,82.900000,Вешняки,
Вешняки,Восточный,14,37.833577,55.730933,83.840000,Вешняки,
Вешняки,Восточный,15,37.817521,55.735272,87.370000,Вешняки,
Вешняки,Восточный,16,37.825482,55.735349,88.210000,Вешняки,
Вешняки,Восточный,17,37.833443,55.735425,84.360000,Вешняки,
Вешняки,Восточный,18,37.817386,55.739764,91.060000,Вешняки,
Вешняки,Восточный,19,37.825347,55.739840,88.810000,Вешняки,
Вешняки,Восточный,20,37.833309,55.739916,82.670000,Вешняки,
Вешняки,Восточный,21,37.841271,55.739992,79.690000,Вешняки,
Вешняки,Восточный,22,37.825212,55.744332,91.580000,Вешняки,
Вешняки,Восточный,23,37.833175,55.744408,82.830000,Вешняки,
Вешняки,Восточный,24,37.841138,55.744483,77.030000,Вешняки,
Внуково,Западный,1,37.235015,55.584492,30.950000,Внуково,
Внуково,Западный,2,37.242943,55.584606,33.430000,Внуково,
Внуково,Западный,3,37.250872,55.584719,31.920000,Внуково,
Внуково,Западный,4,37.258800,55.584832,36.270000,Внуково,
Внуково,Западный,5,37.242743,55.589096,33.500000,Внуково,
Внуково,Западный,6,37.250672,55.589210,32.500000,Внуково,
Внуково,Западный,7,37.258601,55.589323,31.410000,Внуково,
Внуково,Западный,8,37.266531,55.589435,34.700000,Внуково,
Внуково,Западный,9,37.274460,55.589547,32.910000,Внуково,
Внуково,Западный,10,37.242542,55.593587,39.330000,Внуково,
Внуково,Западный,11,37.250472,55.593701,33.650000,Внуково,
Внуково,Западный,12,37.258402,55.593813,27.480000,Внуково,
Внуково,Западный,13,37.266333,55.593926,30.930000,Внуково,
Внуково,Западный,14,37.274263,55.594038,32.870000,Внуково,
Внуково,Западный,15,37.282193,55.594149,41.430000,Внуково,
Внуково,Западный,16,37.290124,55.594260,41.390000,Внуково,
Внуково,Западный,17,37.250272,55.598191,41.340000,Внуково,
Внуково,Западный,18,37.258203,55.598304,37.870000,Внуково,
Внуково,Западный,19,37.266134,55.598417,35.010000,Внуково,
Внуково,Западный,20,37.274066,55.598528,41.630000,Внуково,
Внуково,Западный,21,37.281997,55.598640,54.140000,Внуково,
