municipality,parent_name,point_index,group_id,group_title,section_id,section_title,score
Косино-Ухтомский,Восточный,17,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,18,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,90.500000
Косино-Ухтомский,Восточный,18,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,94.720000
Косино-Ухтомский,Восточный,18,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,78.100000
Косино-Ухтомский,Восточный,18,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,76.040000
Косино-Ухтомский,Восточный,18,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,93.810000
Косино-Ухтомский,Восточный,18,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,97.260000
Косино-Ухтомский,Восточный,18,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,62.420000
Косино-Ухтомский,Восточный,18,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,51.330000
Косино-Ухтомский,Восточный,18,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,18,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,48.040000
Косино-Ухтомский,Восточный,18,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,90.990000
Косино-Ухтомский,Восточный,18,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,19,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,74.490000
Косино-Ухтомский,Восточный,19,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,94.500000
Косино-Ухтомский,Восточный,19,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,76.600000
Косино-Ухтомский,Восточный,19,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,75.650000
Косино-Ухтомский,Восточный,19,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,89.190000
Косино-Ухтомский,Восточный,19,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,100.000000
Косино-Ухтомский,Восточный,19,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,62.210000
Косино-Ухтомский,Восточный,19,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,49.410000
Косино-Ухтомский,Восточный,19,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,19,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,48.070000
Косино-Ухтомский,Восточный,19,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,88.820000
Косино-Ухтомский,Восточный,19,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,20,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,96.250000
Косино-Ухтомский,Восточный,20,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,97.990000
Косино-Ухтомский,Восточный,20,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,76.050000
Косино-Ухтомский,Восточный,20,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,93.590000
Косино-Ухтомский,Восточный,20,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,80.760000
Косино-Ухтомский,Восточный,20,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,100.000000
Косино-Ухтомский,Восточный,20,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,100.000000
Косино-Ухтомский,Восточный,20,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,46.810000
Косино-Ухтомский,Восточный,20,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,20,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,62.300000
Косино-Ухтомский,Восточный,20,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,100.000000
Косино-Ухтомский,Восточный,20,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,21,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,98.210000
Косино-Ухтомский,Восточный,21,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,98.190000
Косино-Ухтомский,Восточный,21,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,71.000000
Косино-Ухтомский,Восточный,21,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,88.590000
Косино-Ухтомский,Восточный,21,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,77.520000
Косино-Ухтомский,Восточный,21,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,100.000000
Косино-Ухтомский,Восточный,21,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,100.000000
Косино-Ухтомский,Восточный,21,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,42.810000
Косино-Ухтомский,Восточный,21,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,50.530000
Косино-Ухтомский,Восточный,21,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,66.220000
Косино-Ухтомский,Восточный,21,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,100.000000
Косино-Ухтомский,Восточный,21,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,22,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,100.000000
Косино-Ухтомский,Восточный,22,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,100.000000
Косино-Ухтомский,Восточный,22,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,60.470000
Косино-Ухтомский,Восточный,22,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,83.590000
Косино-Ухтомский,Восточный,22,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,73.790000
Косино-Ухтомский,Восточный,22,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,100.000000
Косино-Ухтомский,Восточный,22,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,85.180000
Косино-Ухтомский,Восточный,22,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,35.770000
Косино-Ухтомский,Восточный,22,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,22,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,66.540000
Косино-Ухтомский,Восточный,22,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,97.780000
Косино-Ухтомский,Восточный,22,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,23,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,97.670000
Косино-Ухтомский,Восточный,23,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,92.910000
Косино-Ухтомский,Восточный,23,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,52.090000
Косино-Ухтомский,Восточный,23,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,69.620000
Косино-Ухтомский,Восточный,23,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,65.530000
Косино-Ухтомский,Восточный,23,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,96.090000
Косино-Ухтомский,Восточный,23,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,76.130000
Косино-Ухтомский,Восточный,23,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,52.120000
Косино-Ухтомский,Восточный,23,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,23,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,62.500000
Косино-Ухтомский,Восточный,23,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,93.590000
Косино-Ухтомский,Восточный,23,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,24,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,81.230000
Косино-Ухтомский,Восточный,24,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,85.810000
Косино-Ухтомский,Восточный,24,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,42.450000
Косино-Ухтомский,Восточный,24,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,70.660000
Косино-Ухтомский,Восточный,24,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,47.970000
Косино-Ухтомский,Восточный,24,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,68.740000
Косино-Ухтомский,Восточный,24,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,45.290000
Косино-Ухтомский,Восточный,24,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,55.990000
Косино-Ухтомский,Восточный,24,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,24,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,53.870000
Косино-Ухтомский,Восточный,24,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,86.530000
Косино-Ухтомский,Восточный,24,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,25,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,68.430000
Косино-Ухтомский,Восточный,25,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,91.430000
Косино-Ухтомский,Восточный,25,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,75.730000
Косино-Ухтомский,Восточный,25,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,75.900000
Косино-Ухтомский,Восточный,25,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,91.260000
Косино-Ухтомский,Восточный,25,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,100.000000
Косино-Ухтомский,Восточный,25,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,59.040000
Косино-Ухтомский,Восточный,25,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,55.150000
Косино-Ухтомский,Восточный,25,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,25,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,54.940000
Косино-Ухтомский,Восточный,25,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,88.660000
Косино-Ухтомский,Восточный,25,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,26,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,73.360000
Косино-Ухтомский,Восточный,26,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,97.500000
Косино-Ухтомский,Восточный,26,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,76.740000
Косино-Ухтомский,Восточный,26,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,94.230000
Косино-Ухтомский,Восточный,26,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,74.790000
Косино-Ухтомский,Восточный,26,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,76.240000
Косино-Ухтомский,Восточный,26,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,63.930000
Косино-Ухтомский,Восточный,26,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,51.760000
Косино-Ухтомский,Восточный,26,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,26,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,50.230000
Косино-Ухтомский,Восточный,26,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,88.870000
Косино-Ухтомский,Восточный,26,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,27,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,75.650000
Косино-Ухтомский,Восточный,27,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,96.030000
Косино-Ухтомский,Восточный,27,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,62.550000
Косино-Ухтомский,Восточный,27,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,88.000000
Косино-Ухтомский,Восточный,27,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,81.420000
Косино-Ухтомский,Восточный,27,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,100.000000
Косино-Ухтомский,Восточный,27,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,100.000000
Косино-Ухтомский,Восточный,27,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,46.480000
Косино-Ухтомский,Восточный,27,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,50.530000
Косино-Ухтомский,Восточный,27,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,75.840000
Косино-Ухтомский,Восточный,27,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,98.730000
Косино-Ухтомский,Восточный,27,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,28,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,88.670000
Косино-Ухтомский,Восточный,28,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,97.680000
Косино-Ухтомский,Восточный,28,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,60.340000
Косино-Ухтомский,Восточный,28,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,83.110000
Косино-Ухтомский,Восточный,28,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,77.300000
Косино-Ухтомский,Восточный,28,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,100.000000
Косино-Ухтомский,Восточный,28,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,95.870000
Косино-Ухтомский,Восточный,28,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,39.180000
Косино-Ухтомский,Восточный,28,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,82.330000
Косино-Ухтомский,Восточный,28,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,75.840000
Косино-Ухтомский,Восточный,28,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,95.650000
Косино-Ухтомский,Восточный,28,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,29,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,68.230000
Косино-Ухтомский,Восточный,29,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,82.480000
Косино-Ухтомский,Восточный,29,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,46.600000
Косино-Ухтомский,Восточный,29,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,60.720000
Косино-Ухтомский,Восточный,29,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,56.810000
Косино-Ухтомский,Восточный,29,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,86.590000
Косино-Ухтомский,Восточный,29,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,70.910000
Косино-Ухтомский,Восточный,29,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,50.700000
Косино-Ухтомский,Восточный,29,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,29,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,54.140000
Косино-Ухтомский,Восточный,29,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,80.630000
Косино-Ухтомский,Восточный,29,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,30,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,66.830000
Косино-Ухтомский,Восточный,30,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,82.250000
Косино-Ухтомский,Восточный,30,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,44.210000
Косино-Ухтомский,Восточный,30,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,65.460000
Косино-Ухтомский,Восточный,30,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,37.710000
Косино-Ухтомский,Восточный,30,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,36.940000
Косино-Ухтомский,Восточный,30,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,22.730000
Косино-Ухтомский,Восточный,30,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,68.190000
Косино-Ухтомский,Восточный,30,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,30,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,42.020000
Косино-Ухтомский,Восточный,30,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,68.600000
Косино-Ухтомский,Восточный,30,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,31,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,66.660000
Косино-Ухтомский,Восточный,31,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,80.380000
Косино-Ухтомский,Восточный,31,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,46.510000
Косино-Ухтомский,Восточный,31,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,67.190000
Косино-Ухтомский,Восточный,31,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,33.480000
Косино-Ухтомский,Восточный,31,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,31.210000
Косино-Ухтомский,Восточный,31,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,15.050000
Косино-Ухтомский,Восточный,31,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,70.330000
Косино-Ухтомский,Восточный,31,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,31,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,26.690000
Косино-Ухтомский,Восточный,31,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,67.080000
Косино-Ухтомский,Восточный,31,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
Косино-Ухтомский,Восточный,32,transport_accessibility,Транспортная доступность,public_transport_accessibility,Доступность общественного транспорта,59.320000
Косино-Ухтомский,Восточный,32,transport_accessibility,Транспортная доступность,personal_vehicle_accessibility,Доступность для личного транспорта,76.040000
Косино-Ухтомский,Восточный,32,social_infrastructure,Социальная инфраструктура,child_social_infrastructure,Детская социальная инфраструктура,37.590000
Косино-Ухтомский,Восточный,32,social_infrastructure,Социальная инфраструктура,government_institutions_accessibility,Доступность государственных учреждений,65.260000
Косино-Ухтомский,Восточный,32,social_infrastructure,Социальная инфраструктура,adult_medical_facilities_accessibility,Доступность медицинских учреждений для взрослых,28.170000
Косино-Ухтомский,Восточный,32,commercial_household,Коммерческая и бытовая инфраструктура,essential_stores,Обеспеченность магазинами первой необходимости,29.150000
Косино-Ухтомский,Восточный,32,commercial_household,Коммерческая и бытовая инфраструктура,household_infrastructure_accessibility,Доступность бытовой инфраструктуры,19.670000
Косино-Ухтомский,Восточный,32,recreation_environment,Рекреация и экологическая комфортность,environmental_conditions,Экологическая обстановка,53.580000
Косино-Ухтомский,Восточный,32,recreation_environment,Рекреация и экологическая комфортность,natural_recreation_potential,Природно-рекреационный потенциал,100.000000
Косино-Ухтомский,Восточный,32,recreation_environment,Рекреация и экологическая комфортность,cultural_leisure_infrastructure,Культурно-досуговая инфраструктура,23.540000
Косино-Ухтомский,Восточный,32,safety_economic_stability,Безопасность и экономическая стабильность района,emergency_services,Доступность экстренных служб,54.700000
Косино-Ухтомский,Восточный,32,safety_economic_stability,Безопасность и экономическая стабильность района,district_economy,Экономическая среда района,82.150000
