municipality,id,title,points_count,avg_score,min_score,max_score
Бескудниковский,youth,Молодёжь,10,84.221000,82.400000,87.130000
Зюзино,youth,Молодёжь,20,84.206500,79.070000,86.760000
Лианозово,youth,Молодёжь,16,84.171250,77.090000,89.850000
Южное Тушино,youth,Молодёжь,18,84.040000,73.390000,91.420000
Нагатинский Затон,youth,Молодёжь,22,83.918636,72.800000,91.570000
Обручевский,youth,Молодёжь,16,83.845000,78.220000,89.750000
Текстильщики,youth,Молодёжь,18,83.679444,71.790000,93.820000
Соколиная Гора,youth,Молодёжь,32,83.571875,75.260000,89.850000
Коптево,youth,Молодёжь,19,83.569474,75.560000,90.650000
Ховрино,youth,Молодёжь,19,83.548947,79.310000,87.150000
Даниловский,youth,Молодёжь,42,83.508571,72.460000,91.490000
Ростокино,youth,Молодёжь,11,83.352727,78.870000,86.080000
Нагорный,youth,Молодёжь,21,83.253333,75.290000,87.190000
Марфино,youth,Молодёжь,8,83.227500,80.990000,85.030000
Красносельский,youth,Молодёжь,20,83.217500,74.520000,86.920000
Тёплый Стан,youth,Молодёжь,22,83.035000,74.060000,91.460000
Гагаринский,youth,Молодёжь,18,82.960000,75.510000,88.500000
Южнопортовый,youth,Молодёжь,17,82.817647,71.530000,89.650000
Бутырский,youth,Молодёжь,22,82.812273,77.990000,86.970000
Северное Тушино,youth,Молодёжь,21,82.759048,66.760000,90.590000
Новокосино,youth,Молодёжь,13,82.730769,73.280000,89.450000
Коньково,youth,Молодёжь,25,82.676000,69.690000,88.900000
Алексеевский,youth,Молодёжь,21,82.653810,76.070000,88.910000
Восточное Дегунино,youth,Молодёжь,12,82.589167,80.110000,84.180000
Лефортово,youth,Молодёжь,30,82.563333,72.130000,89.660000
Донской,youth,Молодёжь,19,82.464211,71.040000,89.380000
Щукино,youth,Молодёжь,24,82.461250,67.590000,89.950000
Сокольники,youth,Молодёжь,22,82.434545,64.580000,91.000000
Бибирево,youth,Молодёжь,23,82.374783,72.400000,90.200000
Левобережный,youth,Молодёжь,12,82.345833,72.110000,91.940000
Останкинский,youth,Молодёжь,25,82.251600,67.460000,89.090000
Перово,youth,Молодёжь,35,81.952000,62.260000,91.220000
Вешняки,youth,Молодёжь,24,81.712917,71.150000,90.430000
Митино,youth,Молодёжь,36,81.684167,69.180000,90.540000
Богородское,youth,Молодёжь,20,81.641500,75.030000,86.750000
Ивановское,youth,Молодёжь,20,81.631500,73.140000,87.340000
Беговой,youth,Молодёжь,18,81.571111,76.840000,87.330000
Тимирязевский,youth,Молодёжь,25,81.481600,60.110000,88.740000
Марьино,youth,Молодёжь,34,81.288529,71.390000,86.880000
Хорошёвский,youth,Молодёжь,30,81.221667,66.950000,88.910000
Восточное Измайлово,youth,Молодёжь,14,81.108571,69.020000,90.210000
Выхино-Жулебино,youth,Молодёжь,41,81.021707,63.710000,86.910000
Покровское-Стрешнево,youth,Молодёжь,36,80.988611,68.980000,91.740000
Отрадное,youth,Молодёжь,38,80.795000,73.500000,84.870000
Черёмушки,youth,Молодёжь,23,80.744348,72.150000,88.830000
Головинский,youth,Молодёжь,32,80.592187,65.830000,89.180000
Рязанский,youth,Молодёжь,26,80.508077,71.390000,86.850000
Чертаново Южное,youth,Молодёжь,30,80.328333,68.150000,88.180000
Алтуфьевский,youth,Молодёжь,12,80.278333,75.960000,84.420000
Ясенево,youth,Молодёжь,34,80.184118,53.500000,88.790000
Братеево,youth,Молодёжь,18,79.862222,52.630000,89.610000
Чертаново Северное,youth,Молодёжь,20,79.861500,71.170000,87.760000
Нагатино-Садовники,youth,Молодёжь,24,79.857500,70.930000,90.060000
Орехово-Борисово Южное,youth,Молодёжь,24,79.822500,51.750000,90.200000
Северное Медведково,youth,Молодёжь,21,79.713333,69.460000,86.700000
Москворечье-Сабурово,youth,Молодёжь,28,79.692500,57.340000,86.650000
Западное Дегунино,youth,Молодёжь,27,79.083333,62.030000,86.310000
Дмитровский,youth,Молодёжь,28,78.925357,51.700000,88.690000
Нижегородский,youth,Молодёжь,27,78.848148,66.960000,87.310000
Раменки,youth,Молодёжь,59,78.722034,59.870000,86.060000
Тропарёво-Никулино,youth,Молодёжь,30,78.718333,42.150000,88.000000
Хорошёво-Мнёвники,youth,Молодёжь,44,78.245455,62.630000,90.000000
Царицыно,youth,Молодёжь,30,77.668667,58.290000,92.670000
Южное Медведково,youth,Молодёжь,11,77.657273,74.170000,83.360000
Солнцево,youth,Молодёжь,39,77.408718,51.040000,91.850000
Северное Измайлово,youth,Молодёжь,12,77.288333,69.240000,82.930000
Чертаново Центральное,youth,Молодёжь,24,77.041250,50.370000,89.220000
Старое Крюково,youth,Молодёжь,9,76.941111,57.920000,89.020000
Гольяново,youth,Молодёжь,35,76.620000,66.140000,86.520000
Люблино,youth,Молодёжь,50,76.486800,45.570000,93.940000
Лосиноостровский,youth,Молодёжь,16,76.236875,65.640000,82.620000
Ново-Переделкино,youth,Молодёжь,26,75.854615,39.210000,88.770000
Строгино,youth,Молодёжь,29,75.520690,43.470000,89.190000
Косино-Ухтомский,youth,Молодёжь,44,74.283409,42.180000,86.960000
Можайский,youth,Молодёжь,52,72.686538,42.570000,85.620000
Куркино,youth,Молодёжь,17,72.210588,60.130000,78.820000
Бирюлёво Восточное,youth,Молодёжь,32,72.030625,54.060000,86.700000
Печатники,youth,Молодёжь,59,69.837966,44.370000,93.340000
Матушкино,youth,Молодёжь,14,69.453571,51.580000,80.720000
Ярославский,youth,Молодёжь,28,69.172143,32.480000,81.340000
Южное Бутово,youth,Молодёжь,76,68.530789,34.040000,87.780000
Очаково-Матвеевское,youth,Молодёжь,52,68.403654,45.250000,86.820000
Метрогородок,youth,Молодёжь,18,67.631667,47.690000,79.860000
Северный,youth,Молодёжь,30,66.469667,35.980000,82.650000
Крылатское,youth,Молодёжь,34,66.159412,43.120000,81.720000
Крюково,youth,Молодёжь,34,65.395000,33.420000,90.750000
Бирюлёво Западное,youth,Молодёжь,28,65.377500,48.600000,75.650000
Щербинка,youth,Молодёжь,29,64.775172,51.900000,80.280000
"""Мосрентген""",youth,Молодёжь,20,64.612500,48.710000,75.240000
Внуковское,youth,Молодёжь,48,63.622917,29.520000,87.460000
Некрасовка,youth,Молодёжь,34,63.378235,29.920000,80.940000
Савёлки,youth,Молодёжь,19,62.950526,39.260000,78.880000
Силино,youth,Молодёжь,17,62.441765,43.850000,89.880000
Московский,youth,Молодёжь,90,59.759556,27.060000,87.240000
Восточный,youth,Молодёжь,9,57.556667,44.850000,67.150000
Молжаниновский,youth,Молодёжь,24,57.212083,26.070000,68.120000
Сосенское,youth,Молодёжь,153,55.346405,17.220000,81.070000
Троицк,youth,Молодёжь,36,54.908333,31.320000,70.040000
Капотня,youth,Молодёжь,23,54.809130,39.430000,72.590000
Внуково,youth,Молодёжь,56,48.841964,22.830000,81.500000
Кокошкино,youth,Молодёжь,28,47.740000,24.480000,64.360000
Рязановское,youth,Молодёжь,109,42.532294,18.460000,70.900000
Воскресенское,youth,Молодёжь,52,40.565769,16.470000,72.650000
Кунцево,youth,Молодёжь,136,38.122794,11.390000,85.260000
Марушкинское,youth,Молодёжь,139,35.632590,8.820000,62.630000
Десёновское,youth,Молодёжь,103,33.654272,8.840000,60.370000
Филимонковское,youth,Молодёжь,57,33.598947,10.610000,57.790000
Первомайское,youth,Молодёжь,216,24.302639,8.180000,49.730000
Краснопахорское,youth,Молодёжь,170,23.515118,7.890000,47.070000
Вороновское,youth,Молодёжь,318,21.622610,7.510000,51.600000
Киевский,youth,Молодёжь,65,21.146615,7.910000,55.130000
Щаповское,youth,Молодёжь,202,20.856931,8.780000,47.920000
Михайлово-Ярцевское,youth,Молодёжь,110,19.099182,8.080000,45.840000
Новофёдоровское,youth,Молодёжь,222,17.493333,7.510000,58.070000
Клёновское,youth,Молодёжь,234,17.142051,7.570000,48.820000
Роговское,youth,Молодёжь,229,15.597118,7.510000,43.960000
